,genes,Synonym,avg_scores,syngo,syndb,synsysnet,cortex,striatum,fetal,ngn2,Lit Sum,Exp Sum,All Sum,SynSig,Synapse_Status,Synapse Percentile,training positive examples,name,Receptor_Channel,Kinase_Phosphatase,Ubiquitin_E3,Vesicle_Transporters,GTP_ATP Regulators,Nucleic Acid Binding,Translation,Membrane_Cell Adhesion,Other Regulators,Scaffolds_Adaptors,Cytoskeletal,Calcium Ion Binding,Other Enzymes,Other protein binders,unknown functions,Function Total,MF Terms,HGNC Accession
5493,MOG,"['BTNL11', 'BTN6']",3.726172919600951,0,1,1,1,1,0,0,2,2,4,no,known,10.447170557973884,no,myelin oligodendrocyte glycoprotein ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"['signaling receptor binding', 'virus receptor activity']",HGNC:7197
5494,MOGAT2,"['MGAT2', 'FLJ22644', 'DGAT2L5']",3.5995153988420268,0,0,0,0,0,0,0,0,0,0,no,no,4.372774040364068,no,monoacylglycerol O-acyltransferase 2 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,"['acetyltransferase activity', '2-acylglycerol O-acyltransferase activity']",HGNC:23248
5495,MOGS,"['GCS1', 'CWH41', 'DER7']",4.01359029972629,0,0,0,1,1,0,1,0,3,3,no,no,45.58765334388603,no,mannosyl-oligosaccharide glucosidase ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,['mannosyl-oligosaccharide glucosidase activity'],HGNC:24862
5496,MOK,"['STK30', 'RAGE1', 'RAGE']",3.8939648533197406,0,0,0,0,0,0,0,0,0,0,no,no,28.70003957261575,no,MOK protein kinase ,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"['MAP kinase activity', 'metal ion binding', 'cyclin-dependent protein serine/threonine kinase activity', 'ATP binding']",HGNC:9833
5497,MON1A,"['SAND1', 'MGC13272']",3.850481819229546,0,0,0,0,0,0,0,0,0,0,no,no,22.437673130193907,no,"MON1 homolog A, secretory trafficking associated ",0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,"['guanyl-nucleotide exchange factor activity', 'protein binding']",HGNC:28207
5498,MON1B,"['HSRG1', 'KIAA0872', 'SAND2']",3.7800149953955264,0,0,0,0,0,0,0,0,0,0,no,no,14.889196675900276,no,"MON1 homolog B, secretory trafficking associated ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,['protein binding'],HGNC:25020
5499,MON2,['KIAA1040'],4.575595637651611,0,0,0,0,0,0,1,0,1,1,yes,new,92.7582113177681,no,"MON2 homolog, regulator of endosome-to-Golgi trafficking ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,['protein binding'],HGNC:29177
5500,MORC1,"['CT33', 'ZCW6', 'MORC']",4.114525947952221,0,0,0,0,0,0,0,0,0,0,no,no,60.061337554412354,no,,,,,,,,,,,,,,,,,,,
5501,MORC2,"['ZCW3', 'KIAA0852', 'ZCWCC1', 'AC004542.C22.1']",3.9969602195349645,0,0,0,0,0,0,1,0,1,1,no,no,43.05500593589236,no,MORC family CW-type zinc finger 2 ,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,"['ATPase activity', 'zinc ion binding', 'magnesium ion binding', 'chromatin binding', 'protein homodimerization activity', 'ATP binding']",HGNC:23573
5502,MORC3,"['KIAA0136', 'NXP2', 'ZCW5', 'ZCWCC3']",4.0581454642122035,0,0,0,0,0,0,0,0,0,0,no,no,52.03798971111991,no,MORC family CW-type zinc finger 3 ,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"['methylated histone binding', 'zinc ion binding', 'RNA binding']",HGNC:23572
5503,MORC4,"['ZCWCC2', 'FLJ11565', 'ZCW4']",4.081162091696816,0,0,0,0,0,0,0,0,0,0,no,no,55.569845666798585,no,,,,,,,,,,,,,,,,,,,
5504,MORF4L1,"['MRG15', 'Eaf3', 'MORFRG15', 'HsT17725', 'MEAF3']",4.501636926643641,0,0,0,0,0,0,0,0,0,0,yes,new,90.00791452314999,no,mortality factor 4 like 1 ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"['protein N-terminus binding', 'chromatin binding']",HGNC:16989
5505,MORF4L2,"['MRGX', 'KIAA0026']",4.363062267395293,0,0,0,0,0,0,0,0,0,0,no,no,82.74633953304314,no,mortality factor 4 like 2 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,['protein binding'],HGNC:16849
5506,MOSPD2,['MGC26706'],4.003607547217434,0,0,0,0,0,0,0,0,0,0,no,no,44.23229125445192,no,motile sperm domain containing 2 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,['protein binding'],HGNC:28381
5507,MOSPD3,"['NET30', 'CDS3']",3.8664712654539306,0,0,0,0,0,0,0,0,0,0,no,no,24.65373961218837,no,,,,,,,,,,,,,,,,,,,
5508,MOV10,"['gb110', 'MGC2948', 'fSAP113']",4.9390609957239615,0,0,0,0,0,0,1,0,1,1,yes,new,99.000791452315,no,Mov10 RISC complex RNA helicase ,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"[""5'-3' RNA helicase activity"", 'RNA binding', 'ATP binding', 'protein binding']",HGNC:7200
5509,MOV10L1,"['DKFZp434B0717', 'DJ402G11.8', 'CHAMP']",3.8171528587929733,0,0,0,0,0,0,0,0,0,0,no,no,18.4804115552038,no,Mov10 like RISC complex RNA helicase 1 ,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"['magnesium ion binding', 'RNA helicase activity', 'RNA binding', 'ATP binding']",HGNC:7201
5510,MOXD1,"['DKFZP564G202', 'dJ248E1.1', 'MOX']",4.09873201298898,0,0,1,0,0,1,0,1,1,2,no,known,57.993668381480006,no,monooxygenase DBH like 1 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,"['copper ion binding', 'dopamine beta-monooxygenase activity', 'protein binding']",HGNC:21063
5511,MPC1,"['SLC54A1', 'BRP44L', 'CGI-129', 'dJ68L15.3']",4.1592972533789085,0,0,0,0,0,0,0,0,0,0,no,no,65.69054214483577,no,mitochondrial pyruvate carrier 1 ,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,"['pyruvate transmembrane transporter activity', 'protein binding']",HGNC:21606
5512,MPDZ,['MUPP1'],4.309841113238873,1,0,0,1,0,0,0,1,1,2,no,known,79.00672734467749,yes,,,,,,,,,,,,,,,,,,,
5513,MPG,['MDG'],4.277716946772249,0,0,0,0,0,0,0,0,0,0,no,no,76.35536208943411,no,N-methylpurine DNA glycosylase ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"['DNA-7-methyladenine glycosylase activity', 'DNA-3-methylguanine glycosylase activity', 'damaged DNA binding', 'protein binding', 'DNA-7-methylguanine glycosylase activity', 'DNA-3-methyladenine glycosylase activity']",HGNC:7211
5514,MPHOSPH10,"['MPP10P', 'PPP1R106', 'CT90', 'MPP10']",3.851880117309524,0,0,0,0,0,0,0,0,0,0,no,no,22.55639097744361,no,M-phase phosphoprotein 10 ,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"['RNA binding', 'protein binding']",HGNC:7213
5515,MPHOSPH6,['MPP6'],3.9095565423956176,0,0,0,0,0,0,0,0,0,0,no,no,31.054610209734864,no,M-phase phosphoprotein 6 ,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"['RNA binding', 'protein binding']",HGNC:7214
5516,MPHOSPH8,"['HSMPP8', 'mpp8']",4.1065939767716815,0,0,0,0,0,0,0,0,0,0,no,no,58.973090621290076,no,M-phase phosphoprotein 8 ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"['methylated histone binding', 'chromatin binding']",HGNC:29810
5517,MPI,[nan],3.9117203914510363,0,0,0,0,0,0,0,0,0,0,no,no,31.341511673921648,no,mannose phosphate isomerase ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,"['mannose-6-phosphate isomerase activity', 'zinc ion binding']",HGNC:7216
5518,MPL,"['TPOR', 'CD110', 'THPOR']",3.8278028422576686,0,0,0,0,0,0,0,0,0,0,no,no,19.637910565888408,no,"MPL proto-oncogene, thrombopoietin receptor ",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"['thrombopoietin receptor activity', 'protein binding']",HGNC:7217
5519,MPLKIP,"['C7orf11', 'TTDN1', 'ORF20']",3.966303608622023,0,0,0,0,0,0,0,0,0,0,no,no,39.068064899089826,no,M-phase specific PLK1 interacting protein ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,['protein binding'],HGNC:16002
5520,MPO,[nan],3.8153424989213582,0,1,0,0,0,0,0,1,0,1,no,known,18.341907400079144,no,myeloperoxidase ,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"['metal ion binding', 'chromatin binding', 'heme binding', 'protein binding', 'peroxidase activity', 'heparin binding']",HGNC:7218
5521,MPP1,"['DXS552E', 'PEMP']",4.3611416873565165,0,0,0,1,0,0,1,0,2,2,no,no,82.60783537791848,no,membrane palmitoylated protein 1 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"['guanylate kinase activity', 'protein binding']",HGNC:7219
5522,MPP2,"['DLG2', 'DKFZp761D0712']",Training Gene,1,1,1,1,1,0,1,3,3,6,yes,known,Training Gene,yes,membrane palmitoylated protein 2 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,['protein binding'],HGNC:7220
5523,MPP5,[],4.6740557067715365,0,0,1,1,0,0,0,1,1,2,yes,known,95.5975464978235,no,membrane palmitoylated protein 5 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"['protein domain specific binding', 'ATP binding']",HGNC:18669
5524,MPP6,[],4.3828139294614585,0,1,1,1,1,0,1,2,3,5,no,known,83.90383854372773,no,membrane palmitoylated protein 6 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,['protein binding'],HGNC:18167
5525,MPP7,['FLJ32798'],4.430283187783433,0,1,0,0,0,0,0,1,0,1,no,known,86.6343490304709,no,membrane palmitoylated protein 7 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"['cadherin binding', 'protein domain specific binding', 'signaling adaptor activity']",HGNC:26542
5526,MPPE1,"['PGAP5', 'Cdc1']",4.0434361314471055,0,0,0,0,0,0,0,0,0,0,no,no,49.90106846062525,no,metallophosphoesterase 1 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,"['GPI anchor binding', 'GPI-mannose ethanolamine phosphate phosphodiesterase activity', 'manganese ion binding', 'protein binding']",HGNC:15988
5527,MPRIP,"['RHOIP3', 'p116Rip', 'M-RIP']",4.348389883962584,0,1,0,1,1,1,1,1,4,5,no,known,81.82627621685793,no,myosin phosphatase Rho interacting protein ,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,"['cadherin binding', 'actin filament binding']",HGNC:30321
5528,MPST,"['TST2', 'MST', 'TUM1']",3.9161471410192656,0,0,0,0,0,0,1,0,1,1,no,no,31.944994064107643,no,mercaptopyruvate sulfurtransferase ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,"['3-mercaptopyruvate sulfurtransferase activity', 'thiosulfate sulfurtransferase activity', 'identical protein binding']",HGNC:7223
5529,MPV17L2,"['FKSG24', 'MGC12972']",3.9427705006366818,0,0,0,0,0,0,0,0,0,0,no,no,35.694499406410756,no,MPV17 mitochondrial inner membrane protein like 2 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,None,HGNC:28177
5530,MPZ,"['CMT1', 'HMSNIB', 'CMT1B', 'P0', 'CMT2I', 'CMT2J']",3.7849942253911166,0,0,0,0,0,0,0,0,0,0,no,no,15.413533834586469,no,,,,,,,,,,,,,,,,,,,
5531,MPZL1,"['PZR', 'FLJ21047']",4.293704263827748,0,0,0,0,0,0,1,0,1,1,no,no,77.809655718243,no,myelin protein zero like 1 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,"['structural molecule activity', 'protein binding']",HGNC:7226
5532,MPZL2,"['EVA', 'EVA1']",3.740895507647023,0,0,0,0,0,0,0,0,0,0,no,no,11.693707954095766,no,myelin protein zero like 2 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,['protein binding'],HGNC:3496
5533,MREG,"['FLJ10116', 'WDT2', 'DSU']",3.95931650206505,0,0,0,0,0,0,0,0,0,0,no,no,37.9600316580926,no,melanoregulin ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,"['phosphatidylinositol binding', 'protein binding']",HGNC:25478
5534,MRFAP1,"['PAM14', 'PGR1']",4.389182180430153,0,0,0,0,0,0,0,0,0,0,no,no,84.3984962406015,no,Morf4 family associated protein 1 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,['protein binding'],HGNC:24549
5535,MRGBP,"['Eaf7', 'FLJ10914', 'MRG15BP', 'C20orf20']",4.068344082573945,0,0,0,0,0,0,0,0,0,0,no,no,53.6406806489909,no,MRG domain binding protein ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,['protein binding'],HGNC:15866
5536,MRI1,"['MRDI', 'Ypr118w', 'MGC3207', 'mtnA']",4.048108105268215,0,0,0,0,0,0,1,0,1,1,no,no,50.62326869806094,no,methylthioribose-1-phosphate isomerase 1 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,"['S-methyl-5-thioribose-1-phosphate isomerase activity', 'identical protein binding']",HGNC:28469
5537,MRPL1,['BM022'],4.08500570512658,0,0,0,1,0,0,1,0,2,2,no,no,56.10407597942225,no,mitochondrial ribosomal protein L1 ,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"['protein binding', 'RNA binding', 'structural constituent of ribosome']",HGNC:14275
5538,MRPL10,"['L10MT', 'MRPL8', 'MGC17973', 'MRP-L8', 'MRP-L10', 'RPML8']",3.9445359688003214,0,0,0,0,0,0,0,0,0,0,no,no,35.922041946972705,no,mitochondrial ribosomal protein L10 ,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"['protein binding', 'RNA binding', 'structural constituent of ribosome']",HGNC:14055
5539,MRPL11,[nan],4.0400735799878165,0,0,0,0,0,0,1,0,1,1,no,no,49.485555995251296,no,mitochondrial ribosomal protein L11 ,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"['protein binding', 'large ribosomal subunit rRNA binding', 'structural constituent of ribosome']",HGNC:14042
5540,MRPL13,"['RPML13', 'RPL13', 'L13A', 'L13', 'L13mt']",3.9340455799756433,0,0,0,1,0,0,1,0,2,2,no,no,34.40838939453898,no,mitochondrial ribosomal protein L13 ,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"['mRNA binding', 'protein binding', 'structural constituent of ribosome']",HGNC:14278
5541,MRPL14,"['RPML32', 'MRP-L32']",3.805428580519565,0,0,0,0,0,0,0,0,0,0,no,no,17.322912544519188,no,mitochondrial ribosomal protein L14 ,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"['RNA binding', 'structural constituent of ribosome']",HGNC:14279
5542,MRPL15,"['HSPC145', 'MRP-L15', 'MRP-L7', 'L15mt', 'RPML7']",4.023225437796282,0,0,0,0,0,0,1,0,1,1,no,no,47.022160664819936,no,mitochondrial ribosomal protein L15 ,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"['protein binding', 'RNA binding', 'structural constituent of ribosome']",HGNC:14054
5543,MRPL16,"['PNAS-111', 'FLJ20484']",3.9387157043479046,0,0,0,0,0,0,1,0,1,1,no,no,35.199841709537,no,mitochondrial ribosomal protein L16 ,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"['rRNA binding', 'structural constituent of ribosome']",HGNC:14476
5544,MRPL17,"['RPML26', 'MRP-L26']",3.82740665024314,0,0,0,1,0,0,0,0,1,1,no,no,19.60823110407598,no,mitochondrial ribosomal protein L17 ,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"['protein domain specific binding', 'structural constituent of ribosome']",HGNC:14053
5545,MRPL18,['HSPC071'],4.044087725574364,0,0,0,0,0,0,1,0,1,1,no,no,49.990106846062524,no,mitochondrial ribosomal protein L18 ,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"['protein binding', '5S rRNA binding', 'structural constituent of ribosome']",HGNC:14477
5546,MRPL19,"['RPML15', 'RLX1', 'MRP-L15', 'KIAA0104']",3.9488017411507728,0,0,0,1,0,0,1,0,2,2,no,no,36.50573802928373,no,mitochondrial ribosomal protein L19 ,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"['protein binding', 'structural constituent of ribosome']",HGNC:14052
5547,MRPL2,"['RPML14', 'CGI-22', 'MRP-L14']",4.0383112568298225,0,0,0,1,0,0,1,0,2,2,no,no,49.297586070439266,no,mitochondrial ribosomal protein L2 ,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"['RNA binding', 'structural constituent of ribosome']",HGNC:14056
5548,MRPL21,[nan],3.858087418008157,0,0,0,0,0,0,1,0,1,1,no,no,23.357736446379107,no,mitochondrial ribosomal protein L21 ,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"['RNA binding', 'structural constituent of ribosome']",HGNC:14479
5549,MRPL23,"['L23MRP', 'RPL23L']",4.003861314995017,0,0,0,1,0,0,1,0,2,2,no,no,44.26197071626434,no,mitochondrial ribosomal protein L23 ,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"['protein binding', 'RNA binding', 'structural constituent of ribosome']",HGNC:10322
5550,MRPL24,['MRP-L18'],4.103232439327682,0,0,0,0,0,0,1,0,1,1,no,no,58.5575781559161,no,mitochondrial ribosomal protein L24 ,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"['RNA binding', 'structural constituent of ribosome']",HGNC:14037
5551,MRPL28,"['p15', 'MAAT1']",4.512288200444276,0,0,0,0,0,0,1,0,1,1,yes,new,90.46299960427383,no,mitochondrial ribosomal protein L28 ,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"['protein binding', 'RNA binding', 'structural constituent of ribosome']",HGNC:14484
5552,MRPL3,"['MRL3', 'RPML3']",4.064682207637053,0,0,0,1,0,0,1,0,2,2,no,no,53.017411950929954,no,mitochondrial ribosomal protein L3 ,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"['RNA binding', 'structural constituent of ribosome']",HGNC:10379
5553,MRPL30,"['RPML28', 'MRP-L28']",3.6652701480211545,0,0,0,0,0,0,0,0,0,0,no,no,6.608626830233479,no,mitochondrial ribosomal protein L30 ,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,['structural constituent of ribosome'],HGNC:14036
5554,MRPL32,"['L32mt', 'bMRP-59b', 'MRP-L32', 'HSPC283']",3.9704154779189103,0,0,0,1,0,0,0,0,1,1,no,no,39.63197467352592,no,mitochondrial ribosomal protein L32 ,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"['protein binding', 'RNA binding', 'structural constituent of ribosome']",HGNC:14035
5555,MRPL34,"['MGC24974', 'MGC2633', 'L34mt']",3.9087767286645856,0,0,0,0,0,0,0,0,0,0,no,no,30.91610605461021,no,mitochondrial ribosomal protein L34 ,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,['structural constituent of ribosome'],HGNC:14488
5556,MRPL37,"['RPML2', 'MRP-L2']",4.085038325802887,0,0,0,1,0,1,1,0,3,3,no,no,56.12386228729719,no,mitochondrial ribosomal protein L37 ,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"['RNA binding', 'structural constituent of ribosome']",HGNC:14034
5557,MRPL38,"['HSPC262', 'MGC4810', 'MRP-L3', 'RPML3']",4.177853908244116,0,0,0,0,0,0,1,0,1,1,no,no,67.55045508508113,no,mitochondrial ribosomal protein L38 ,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,['protein binding'],HGNC:14033
5558,MRPL4,['CGI-28'],4.253949116575538,0,0,0,0,0,0,1,0,1,1,no,no,74.5548080728136,no,mitochondrial ribosomal protein L4 ,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"['protein binding', 'RNA binding', 'structural constituent of ribosome']",HGNC:14276
5559,MRPL42,"['MRPS32', 'PTD007', 'MRPL31', 'RPML31', 'MRP-L31', 'HSPC204']",3.9641810865835683,0,0,0,0,0,0,0,0,0,0,no,no,38.69212504946577,no,mitochondrial ribosomal protein L42 ,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"['RNA binding', 'structural constituent of ribosome']",HGNC:14493
5560,MRPL43,['bMRP36a'],4.25945353201641,0,0,0,0,0,0,1,0,1,1,no,no,74.8021369212505,no,mitochondrial ribosomal protein L43 ,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"['protein binding', 'RNA binding', 'structural constituent of ribosome']",HGNC:14517
5561,MRPL46,"['P2ECSL', 'C15orf4', 'LIECG2']",3.7470391986811884,0,0,0,0,0,0,1,0,1,1,no,no,12.119113573407205,no,mitochondrial ribosomal protein L46 ,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"['hydrolase activity', 'structural constituent of ribosome']",HGNC:1192
5562,MRPL47,"['NCM1', 'CGI-204']",3.810367702583533,0,0,0,0,0,0,1,0,1,1,no,no,17.876929165017806,no,mitochondrial ribosomal protein L47 ,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"['protein binding', 'structural constituent of ribosome']",HGNC:16652
5563,MRPL48,['CGI-118'],3.9971715035601116,0,0,0,0,0,0,1,0,1,1,no,no,43.124258013454686,no,mitochondrial ribosomal protein L48 ,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,['protein binding'],HGNC:16653
5564,MRPL49,"['L49mt', 'NOF1', 'NOF', 'C11orf4']",3.846715618213844,0,0,0,0,0,0,1,0,1,1,no,no,21.85397704788286,no,mitochondrial ribosomal protein L49 ,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"['protein binding', 'structural constituent of ribosome']",HGNC:1176
5565,MRPL52,[nan],Training Gene,0,0,0,0,0,0,0,0,0,0,yes,no,Training Gene,no,mitochondrial ribosomal protein L52 ,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,['structural constituent of ribosome'],HGNC:16655
5566,MRPL53,[nan],3.97669669926797,0,0,0,0,0,0,0,0,0,0,no,no,40.65096952908586,no,mitochondrial ribosomal protein L53 ,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,['protein binding'],HGNC:16684
5567,MRPL55,[nan],4.181190007005297,0,0,0,1,0,0,0,0,1,1,no,no,67.86703601108033,no,mitochondrial ribosomal protein L55 ,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,['structural constituent of ribosome'],HGNC:16686
5568,MRPL9,[nan],4.027965819330307,0,0,0,0,0,0,1,0,1,1,no,no,47.56628413138108,no,mitochondrial ribosomal protein L9 ,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"['protein binding', 'RNA binding', 'structural constituent of ribosome']",HGNC:14277
5569,MRPS10,['FLJ10567'],4.3367280088351645,0,0,0,0,0,0,0,0,0,0,no,no,81.00514444004749,no,mitochondrial ribosomal protein S10 ,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,['molecular_function'],HGNC:14502
