Gene Symbol,Accession,Description,SumCoverage,SumNum Proteins,SumNum Unique Peptides,SumNum Peptides,SumNum PSMs,Score A2,Coverage A2,Num Peptides A2,Num PSM A2,Score A4,Coverage A4,Num Peptides A4,Num PSM A4,Num AAs,MW kDa,calc pI,,,,,,,,
PCYOX1L,Q8NBM8,Prenylcysteine oxidase-like OS=Homo sapiens GN=PCYOX1L PE=1 SV=2 - [PCYXL_HUMAN],8.91,3.0,3.0,3.0,8.0,90.68,8.91,3.0,4.0,8.32,8.91,3.0,4.0,494.0,54.6,7.31,,,,,,,,
NEUROG2,Q9H2A3,Neurogenin-2 OS=Homo sapiens GN=NEUROG2 PE=1 SV=2 - [NGN2_HUMAN],8.82,1.0,3.0,3.0,8.0,48.33,8.82,3.0,4.0,9.91,8.82,3.0,4.0,272.0,28.6,7.75,,,,,,,,
TPP1,O14773-2,Isoform 2 of Tripeptidyl-peptidase 1 OS=Homo sapiens GN=TPP1 - [TPP1_HUMAN],8.75,2.0,2.0,2.0,8.0,33.9,8.75,2.0,4.0,10.76,8.75,2.0,4.0,320.0,34.4,6.09,,,,,,,,
NPDC1,Q9NQX5,Neural proliferation differentiation and control protein 1 OS=Homo sapiens GN=NPDC1 PE=1 SV=2 - [NPDC1_HUMAN],8.62,2.0,2.0,2.0,8.0,117.92,8.62,2.0,4.0,13.45,8.62,2.0,4.0,325.0,34.5,7.01,,,,,,,,
FKBP10,Q96AY3,Peptidyl-prolyl cis-trans isomerase FKBP10 OS=Homo sapiens GN=FKBP10 PE=1 SV=1 - [FKB10_HUMAN],8.59,5.0,4.0,4.0,8.0,26.5,5.33,2.0,3.0,7.33,8.59,4.0,5.0,582.0,64.2,5.62,,,,,,,,
SLC8A2,F5H6L7,Sodium/calcium exchanger 2 OS=Homo sapiens GN=SLC8A2 PE=2 SV=1 - [F5H6L7_HUMAN],8.57,2.0,3.0,4.0,8.0,100.63,6.65,3.0,4.0,9.1,7.53,3.0,4.0,677.0,74.4,5.16,,,,,,,,
DPP3,Q9NY33-4,Isoform 4 of Dipeptidyl peptidase 3 OS=Homo sapiens GN=DPP3 - [DPP3_HUMAN],8.49,8.0,3.0,3.0,8.0,131.38,8.49,3.0,4.0,13.3,8.49,3.0,4.0,707.0,79.3,5.03,,,,,,,,
PRNP,P04156-2,Isoform 2 of Major prion protein OS=Homo sapiens GN=PRNP - [PRIO_HUMAN],8.13,3.0,2.0,2.0,8.0,140.66,8.13,2.0,4.0,11.0,8.13,2.0,4.0,246.0,26.9,9.11,,,,,,,,
GBAS,O75323-2,Isoform 2 of Protein NipSnap homolog 2 OS=Homo sapiens GN=GBAS - [NIPS2_HUMAN],8.1,5.0,2.0,3.0,8.0,45.96,6.07,2.0,3.0,9.36,8.1,3.0,5.0,247.0,29.0,10.35,,,,,,,,
TUBGCP2,F2Z2B9,Gamma-tubulin complex component 2 OS=Homo sapiens GN=TUBGCP2 PE=2 SV=1 - [F2Z2B9_HUMAN],7.91,6.0,4.0,4.0,8.0,48.37,7.91,4.0,4.0,4.06,7.91,4.0,4.0,721.0,82.6,6.84,,,,,,,,
ACVR2A,B4DWQ2,Activin receptor type-2A OS=Homo sapiens GN=ACVR2A PE=2 SV=1 - [B4DWQ2_HUMAN],7.9,2.0,3.0,3.0,8.0,26.15,7.9,3.0,4.0,6.94,7.9,3.0,4.0,405.0,45.7,6.13,,,,,,,,
ECH1,M0R248,"Delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, mitochondrial (Fragment) OS=Homo sapiens GN=ECH1 PE=3 SV=1 - [M0R248_HUMAN]",7.87,3.0,2.0,2.0,8.0,67.53,7.87,2.0,4.0,9.37,7.87,2.0,4.0,267.0,29.2,8.0,,,,,,,,
FKBP8,Q14318,Peptidyl-prolyl cis-trans isomerase FKBP8 OS=Homo sapiens GN=FKBP8 PE=1 SV=2 - [FKBP8_HUMAN],7.77,5.0,2.0,2.0,8.0,198.0,7.77,2.0,4.0,15.33,7.77,2.0,4.0,412.0,44.5,4.84,,,,,,,,
FGFBP3,Q8TAT2,Fibroblast growth factor-binding protein 3 OS=Homo sapiens GN=FGFBP3 PE=1 SV=1 - [FGFP3_HUMAN],7.75,1.0,1.0,1.0,8.0,77.19,7.75,1.0,4.0,11.66,7.75,1.0,4.0,258.0,27.6,9.91,,,,,,,,
SMAD5,F5GWU7,Mothers against decapentaplegic homolog 5 OS=Homo sapiens GN=SMAD5 PE=4 SV=1 - [F5GWU7_HUMAN],7.54,14.0,1.0,3.0,8.0,38.57,7.54,3.0,4.0,10.17,7.54,3.0,4.0,464.0,52.1,7.71,,,,,,,,
LEMD2,Q8NC56,LEM domain-containing protein 2 OS=Homo sapiens GN=LEMD2 PE=1 SV=1 - [LEMD2_HUMAN],7.16,4.0,3.0,3.0,8.0,31.74,7.16,3.0,4.0,10.74,7.16,3.0,4.0,503.0,56.9,9.0,,,,,,,,
ARMCX2,Q7L311,Armadillo repeat-containing X-linked protein 2 OS=Homo sapiens GN=ARMCX2 PE=2 SV=1 - [ARMX2_HUMAN],6.96,1.0,2.0,2.0,8.0,78.58,6.96,2.0,4.0,12.53,6.96,2.0,4.0,632.0,65.6,8.53,,,,,,,,
PAK7,Q9P286,Serine/threonine-protein kinase PAK 7 OS=Homo sapiens GN=PAK7 PE=1 SV=1 - [PAK7_HUMAN],6.68,1.0,4.0,4.0,8.0,36.94,3.48,2.0,3.0,6.4,6.68,4.0,5.0,719.0,80.7,8.09,,,,,,,,
SEC63,Q9UGP8,Translocation protein SEC63 homolog OS=Homo sapiens GN=SEC63 PE=1 SV=2 - [SEC63_HUMAN],6.58,1.0,5.0,5.0,8.0,56.68,6.58,5.0,5.0,8.11,5.26,3.0,3.0,760.0,87.9,5.31,,,,,,,,
ERC2,O15083,ERC protein 2 OS=Homo sapiens GN=ERC2 PE=1 SV=3 - [ERC2_HUMAN],6.48,2.0,2.0,4.0,8.0,124.77,6.48,4.0,4.0,7.71,6.48,4.0,4.0,957.0,110.5,6.99,,,,,,,,
DNER,Q8NFT8,Delta and Notch-like epidermal growth factor-related receptor OS=Homo sapiens GN=DNER PE=1 SV=1 - [DNER_HUMAN],6.38,1.0,3.0,3.0,8.0,198.7,6.38,3.0,4.0,9.98,6.38,3.0,4.0,737.0,78.4,5.17,,,,,,,,
TRIM32,Q13049,E3 ubiquitin-protein ligase TRIM32 OS=Homo sapiens GN=TRIM32 PE=1 SV=2 - [TRI32_HUMAN],6.13,2.0,3.0,3.0,8.0,39.06,6.13,3.0,4.0,9.24,6.13,3.0,4.0,653.0,71.9,6.98,,,,,,,,
PACS2,G8JLK3,Phosphofurin acidic cluster sorting protein 2 OS=Homo sapiens GN=PACS2 PE=2 SV=1 - [G8JLK3_HUMAN],5.77,7.0,3.0,3.0,8.0,63.6,5.77,3.0,4.0,12.56,5.77,3.0,4.0,814.0,89.6,6.29,,,,,,,,
ADRBK1,P25098,Beta-adrenergic receptor kinase 1 OS=Homo sapiens GN=ADRBK1 PE=1 SV=2 - [ARBK1_HUMAN],5.37,2.0,1.0,4.0,8.0,67.63,5.37,4.0,4.0,5.35,5.37,4.0,4.0,689.0,79.5,7.28,,,,,,,,
PRKCI,P41743,Protein kinase C iota type OS=Homo sapiens GN=PRKCI PE=1 SV=2 - [KPCI_HUMAN],5.03,1.0,2.0,2.0,8.0,189.0,5.03,2.0,4.0,12.26,5.03,2.0,4.0,596.0,68.2,5.85,,,,,,,,
BMPR2,Q13161,Bone morphogenetic protein receptor type-2 OS=Homo sapiens GN=BMPR2 PE=2 SV=1 - [Q13161_HUMAN],4.91,2.0,2.0,2.0,8.0,71.62,4.91,2.0,4.0,11.64,4.91,2.0,4.0,530.0,59.9,5.66,,,,,,,,
EWSR1,H7BY36,RNA-binding protein EWS (Fragment) OS=Homo sapiens GN=EWSR1 PE=4 SV=1 - [H7BY36_HUMAN],4.55,8.0,1.0,1.0,8.0,53.38,4.55,1.0,4.0,9.02,4.55,1.0,4.0,308.0,32.2,9.82,,,,,,,,
GLDC,P23378,"Glycine dehydrogenase [decarboxylating], mitochondrial OS=Homo sapiens GN=GLDC PE=1 SV=2 - [GCSP_HUMAN]",4.51,1.0,3.0,3.0,8.0,31.13,4.51,3.0,4.0,10.4,4.51,3.0,4.0,1020.0,112.7,7.11,,,,,,,,
ALDH1L2,Q3SY69,Mitochondrial 10-formyltetrahydrofolate dehydrogenase OS=Homo sapiens GN=ALDH1L2 PE=1 SV=2 - [AL1L2_HUMAN],4.01,10.0,3.0,3.0,8.0,0.0,2.28,2.0,3.0,4.43,4.01,3.0,5.0,923.0,101.7,6.52,,,,,,,,
VPS41,P49754-2,Isoform Short of Vacuolar protein sorting-associated protein 41 homolog OS=Homo sapiens GN=VPS41 - [VPS41_HUMAN],3.99,6.0,3.0,3.0,8.0,53.49,3.99,3.0,4.0,7.84,3.99,3.0,4.0,802.0,92.8,5.52,,,,,,,,
SYMPK,Q92797,Symplekin OS=Homo sapiens GN=SYMPK PE=1 SV=2 - [SYMPK_HUMAN],3.92,1.0,2.0,2.0,8.0,125.01,3.92,2.0,4.0,10.8,3.92,2.0,4.0,1274.0,141.1,6.13,,,,,,,,
CLCN4,B7Z5Z4,H(+)/Cl(-) exchange transporter 4 OS=Homo sapiens GN=CLCN4 PE=2 SV=1 - [B7Z5Z4_HUMAN],3.9,5.0,2.0,3.0,8.0,25.19,3.9,3.0,4.0,2.11,3.9,3.0,4.0,666.0,74.3,7.69,,,,,,,,
ARID1A,H0Y488,AT-rich interactive domain-containing protein 1A (Fragment) OS=Homo sapiens GN=ARID1A PE=4 SV=1 - [H0Y488_HUMAN],3.81,5.0,3.0,3.0,8.0,27.87,3.81,3.0,4.0,10.96,3.81,3.0,4.0,1182.0,129.4,5.64,,,,,,,,
SPATA5,Q8NB90-3,Isoform 3 of Spermatogenesis-associated protein 5 OS=Homo sapiens GN=SPATA5 - [SPAT5_HUMAN],3.74,3.0,1.0,2.0,8.0,83.53,1.72,1.0,4.0,7.38,3.74,2.0,4.0,696.0,75.7,5.95,,,,,,,,
IKBKAP,O95163,Elongator complex protein 1 OS=Homo sapiens GN=IKBKAP PE=1 SV=3 - [ELP1_HUMAN],3.6,2.0,3.0,3.0,8.0,73.22,3.6,3.0,4.0,7.1,3.6,3.0,4.0,1332.0,150.2,5.94,,,,,,,,
SMCHD1,J3KTL8,Structural maintenance of chromosomes flexible hinge domain-containing protein 1 (Fragment) OS=Homo sapiens GN=SMCHD1 PE=4 SV=1 - [J3KTL8_HUMAN],3.46,4.0,4.0,4.0,8.0,75.52,3.46,4.0,4.0,6.84,3.46,4.0,4.0,1388.0,155.5,8.02,,,,,,,,
CPS1,P31327-2,"Isoform 2 of Carbamoyl-phosphate synthase [ammonia], mitochondrial OS=Homo sapiens GN=CPS1 - [CPSM_HUMAN]",3.43,3.0,3.0,3.0,8.0,87.31,3.43,3.0,4.0,7.71,3.43,3.0,4.0,1049.0,116.0,5.96,,,,,,,,
C2CD5,F5H3N1,C2 domain-containing protein 5 OS=Homo sapiens GN=C2CD5 PE=2 SV=1 - [F5H3N1_HUMAN],3.27,7.0,2.0,2.0,8.0,113.79,3.27,2.0,4.0,9.89,3.27,2.0,4.0,856.0,93.7,6.6,,,,,,,,
DARS2,Q6PI48,"Aspartate--tRNA ligase, mitochondrial OS=Homo sapiens GN=DARS2 PE=1 SV=1 - [SYDM_HUMAN]",3.26,2.0,2.0,2.0,8.0,57.53,3.26,2.0,4.0,8.77,3.26,2.0,4.0,645.0,73.5,8.02,,,,,,,,
PLXNB1,O43157-2,Isoform 2 of Plexin-B1 OS=Homo sapiens GN=PLXNB1 - [PLXB1_HUMAN],3.23,4.0,3.0,3.0,8.0,108.0,3.23,3.0,4.0,14.64,3.23,3.0,4.0,1952.0,214.3,5.78,,,,,,,,
PDE4DIP,Q5VU43-3,Isoform 3 of Myomegalin OS=Homo sapiens GN=PDE4DIP - [MYOME_HUMAN],3.13,11.0,4.0,5.0,8.0,0.0,0.27,1.0,1.0,12.33,3.13,5.0,7.0,2240.0,253.9,5.36,,,,,,,,
COG3,Q96JB2,Conserved oligomeric Golgi complex subunit 3 OS=Homo sapiens GN=COG3 PE=1 SV=3 - [COG3_HUMAN],3.02,2.0,2.0,2.0,8.0,90.18,3.02,2.0,4.0,9.78,3.02,2.0,4.0,828.0,94.0,5.57,,,,,,,,
TRAPPC9,H0YBR0,Trafficking protein particle complex subunit 9 (Fragment) OS=Homo sapiens GN=TRAPPC9 PE=4 SV=1 - [H0YBR0_HUMAN],2.92,4.0,2.0,2.0,8.0,74.51,2.92,2.0,4.0,9.94,2.92,2.0,4.0,992.0,110.1,6.84,,,,,,,,
SCN9A,Q15858-3,Isoform 3 of Sodium channel protein type 9 subunit alpha OS=Homo sapiens GN=SCN9A - [SCN9A_HUMAN],2.78,8.0,1.0,4.0,8.0,64.0,2.78,4.0,4.0,8.25,2.78,4.0,4.0,1977.0,225.1,7.06,,,,,,,,
NISCH,Q9Y2I1,Nischarin OS=Homo sapiens GN=NISCH PE=1 SV=3 - [NISCH_HUMAN],2.66,5.0,3.0,3.0,8.0,84.48,2.66,3.0,4.0,8.37,2.66,3.0,4.0,1504.0,166.5,5.14,,,,,,,,
PTPRJ,Q12913,Receptor-type tyrosine-protein phosphatase eta OS=Homo sapiens GN=PTPRJ PE=1 SV=3 - [PTPRJ_HUMAN],2.62,8.0,2.0,3.0,8.0,111.03,2.62,3.0,4.0,9.71,2.62,3.0,4.0,1337.0,145.9,5.58,,,,,,,,
UBQLN2,Q9UHD9,Ubiquilin-2 OS=Homo sapiens GN=UBQLN2 PE=1 SV=2 - [UBQL2_HUMAN],2.56,1.0,1.0,1.0,8.0,163.46,2.56,1.0,4.0,13.98,2.56,1.0,4.0,624.0,65.7,5.22,,,,,,,,
PDCD11,Q14690,Protein RRP5 homolog OS=Homo sapiens GN=PDCD11 PE=1 SV=3 - [RRP5_HUMAN],2.46,1.0,3.0,3.0,8.0,83.68,2.46,3.0,4.0,9.33,2.46,3.0,4.0,1871.0,208.6,8.87,,,,,,,,
ARHGAP39,Q9C0H5,Rho GTPase-activating protein 39 OS=Homo sapiens GN=ARHGAP39 PE=1 SV=2 - [RHG39_HUMAN],2.12,2.0,2.0,2.0,8.0,98.83,2.12,2.0,4.0,10.31,2.12,2.0,4.0,1083.0,121.2,7.5,,,,,,,,
COX4I1,Q86WV2,COX4I1 protein OS=Homo sapiens GN=COX4I1 PE=4 SV=1 - [Q86WV2_HUMAN],37.35,6.0,3.0,3.0,7.0,30.89,37.35,2.0,3.0,11.29,37.35,3.0,4.0,83.0,9.3,8.48,,,,,,,,
RAP2C,Q9Y3L5,Ras-related protein Rap-2c OS=Homo sapiens GN=RAP2C PE=1 SV=1 - [RAP2C_HUMAN],31.69,3.0,1.0,4.0,7.0,29.64,31.69,4.0,4.0,7.07,17.49,3.0,3.0,183.0,20.7,4.94,,,,,,,,
AGPAT1,Q9HBM8,1-acyl-sn-glycerol-3-phosphate acyltransferase alpha OS=Homo sapiens GN=AGPAT1 PE=2 SV=1 - [Q9HBM8_HUMAN],29.82,2.0,3.0,3.0,7.0,76.48,29.82,3.0,3.0,10.12,29.82,3.0,4.0,171.0,18.7,9.04,,,,,,,,
TFG,C9JUE0,Protein TFG (Fragment) OS=Homo sapiens GN=TFG PE=2 SV=1 - [C9JUE0_HUMAN],28.66,6.0,2.0,3.0,7.0,25.49,28.66,3.0,3.0,6.46,28.66,3.0,4.0,157.0,17.7,5.05,,,,,,,,
SNAP25,P60880,Synaptosomal-associated protein 25 OS=Homo sapiens GN=SNAP25 PE=1 SV=1 - [SNP25_HUMAN],27.18,2.0,3.0,3.0,7.0,109.66,15.05,2.0,3.0,12.62,27.18,3.0,4.0,206.0,23.3,4.77,,,,,,,,
TTC9C,E7EST3,Tetratricopeptide repeat protein 9C OS=Homo sapiens GN=TTC9C PE=2 SV=2 - [E7EST3_HUMAN],25.61,13.0,2.0,2.0,7.0,28.62,25.61,2.0,4.0,0.0,25.61,2.0,3.0,82.0,9.4,8.16,,,,,,,,
RPL21,P46778,60S ribosomal protein L21 OS=Homo sapiens GN=RPL21 PE=1 SV=2 - [RL21_HUMAN],21.88,3.0,3.0,3.0,7.0,35.97,21.88,3.0,4.0,2.62,16.88,2.0,3.0,160.0,18.6,10.49,,,,,,,,
DSCR3,A8MTY9,Down syndrome critical region protein 3 OS=Homo sapiens GN=DSCR3 PE=2 SV=1 - [A8MTY9_HUMAN],21.29,6.0,4.0,4.0,7.0,108.56,16.47,3.0,3.0,9.33,21.29,4.0,4.0,249.0,27.9,7.91,,,,,,,,
EIF3G,K7EP16,Eukaryotic translation initiation factor 3 subunit G (Fragment) OS=Homo sapiens GN=EIF3G PE=4 SV=1 - [K7EP16_HUMAN],21.19,3.0,2.0,2.0,7.0,40.86,21.19,2.0,4.0,4.71,21.19,2.0,3.0,118.0,13.2,9.35,,,,,,,,
NGLY1,H0Y2P2,Peptide-N(4)-(N-acetyl-beta-glucosaminyl)asparagine amidase (Fragment) OS=Homo sapiens GN=NGLY1 PE=4 SV=1 - [H0Y2P2_HUMAN],20.83,7.0,3.0,3.0,7.0,62.96,15.83,2.0,3.0,8.94,20.83,3.0,4.0,240.0,26.3,8.16,,,,,,,,
FN3KRP,I3L2G3,Ketosamine-3-kinase (Fragment) OS=Homo sapiens GN=FN3KRP PE=2 SV=1 - [I3L2G3_HUMAN],20.47,4.0,2.0,2.0,7.0,39.99,20.47,2.0,3.0,4.48,20.47,2.0,4.0,127.0,14.1,8.47,,,,,,,,
RPS10,P46783,40S ribosomal protein S10 OS=Homo sapiens GN=RPS10 PE=1 SV=1 - [RS10_HUMAN],20.0,2.0,2.0,2.0,7.0,53.6,20.0,2.0,4.0,4.43,20.0,2.0,3.0,165.0,18.9,10.15,,,,,,,,
HINT3,Q9NQE9,Histidine triad nucleotide-binding protein 3 OS=Homo sapiens GN=HINT3 PE=1 SV=1 - [HINT3_HUMAN],19.23,1.0,3.0,3.0,7.0,77.57,10.99,2.0,3.0,10.39,19.23,3.0,4.0,182.0,20.3,6.6,,,,,,,,
CRYZL1,A6NMA8,Quinone oxidoreductase-like protein 1 OS=Homo sapiens GN=CRYZL1 PE=2 SV=1 - [A6NMA8_HUMAN],18.56,13.0,4.0,4.0,7.0,33.94,13.77,3.0,3.0,8.66,18.56,4.0,4.0,334.0,37.0,6.02,,,,,,,,
ASL,F8W943,Argininosuccinate lyase (Fragment) OS=Homo sapiens GN=ASL PE=2 SV=1 - [F8W943_HUMAN],18.18,5.0,3.0,3.0,7.0,54.24,18.18,3.0,4.0,7.34,13.64,2.0,3.0,242.0,27.4,7.11,,,,,,,,
NUDT10,Q8NFP7,Diphosphoinositol polyphosphate phosphohydrolase 3-alpha OS=Homo sapiens GN=NUDT10 PE=1 SV=1 - [NUD10_HUMAN],17.07,7.0,2.0,3.0,7.0,37.67,17.07,3.0,4.0,1.84,10.98,2.0,3.0,164.0,18.5,5.68,,,,,,,,
TMEM33,D6RAA6,Transmembrane protein 33 (Fragment) OS=Homo sapiens GN=TMEM33 PE=2 SV=1 - [D6RAA6_HUMAN],16.22,3.0,3.0,3.0,7.0,110.35,9.46,2.0,3.0,9.81,16.22,3.0,4.0,222.0,25.2,9.57,,,,,,,,
RNF130,J3KN31,E3 ubiquitin-protein ligase RNF130 OS=Homo sapiens GN=RNF130 PE=4 SV=1 - [J3KN31_HUMAN],15.89,3.0,3.0,3.0,7.0,126.33,15.89,3.0,4.0,11.97,10.68,2.0,3.0,384.0,42.4,9.11,,,,,,,,
ATL2,Q8NHH9-3,Isoform 3 of Atlastin-2 OS=Homo sapiens GN=ATL2 - [ATLA2_HUMAN],15.05,8.0,3.0,4.0,7.0,48.67,9.95,3.0,3.0,5.31,15.05,4.0,4.0,412.0,46.9,5.95,,,,,,,,
MRPS31,Q92665,"28S ribosomal protein S31, mitochondrial OS=Homo sapiens GN=MRPS31 PE=1 SV=3 - [RT31_HUMAN]",14.94,1.0,4.0,4.0,7.0,115.45,11.14,3.0,3.0,13.67,14.94,4.0,4.0,395.0,45.3,9.29,,,,,,,,
TGFBR1,F8W1R9,TGF-beta receptor type-1 OS=Homo sapiens GN=TGFBR1 PE=2 SV=1 - [F8W1R9_HUMAN],14.88,9.0,3.0,4.0,7.0,136.69,12.27,3.0,3.0,11.59,14.88,4.0,4.0,383.0,41.8,7.28,,,,,,,,
RPS9,P46781,40S ribosomal protein S9 OS=Homo sapiens GN=RPS9 PE=1 SV=3 - [RS9_HUMAN],14.43,5.0,3.0,3.0,7.0,51.74,14.43,3.0,3.0,9.82,14.43,3.0,4.0,194.0,22.6,10.65,,,,,,,,
GLMN,M0QXG8,Glomulin (Fragment) OS=Homo sapiens GN=GLMN PE=4 SV=1 - [M0QXG8_HUMAN],13.42,5.0,3.0,3.0,7.0,67.67,8.72,2.0,3.0,9.95,13.42,3.0,4.0,298.0,34.3,6.24,,,,,,,,
COL26A1,Q96A83-2,Isoform 2 of Collagen alpha-1(XXVI) chain OS=Homo sapiens GN=COL26A1 - [COQA1_HUMAN],13.21,3.0,3.0,3.0,7.0,107.09,13.21,3.0,3.0,10.95,13.21,3.0,4.0,439.0,45.1,7.31,,,,,,,,
ANKMY2,G3V0G5,"Ankyrin repeat and MYND domain containing 2, isoform CRA_c OS=Homo sapiens GN=ANKMY2 PE=4 SV=1 - [G3V0G5_HUMAN]",13.2,2.0,3.0,3.0,7.0,65.91,13.2,3.0,4.0,6.19,13.2,3.0,3.0,341.0,38.0,7.71,,,,,,,,
CCZ1B,P86790,Vacuolar fusion protein CCZ1 homolog B OS=Homo sapiens GN=CCZ1B PE=1 SV=1 - [CCZ1B_HUMAN],13.07,3.0,4.0,4.0,7.0,81.36,10.37,3.0,3.0,9.29,13.07,4.0,4.0,482.0,55.8,6.48,,,,,,,,
ETHE1,O95571,"Protein ETHE1, mitochondrial OS=Homo sapiens GN=ETHE1 PE=1 SV=2 - [ETHE1_HUMAN]",12.6,3.0,3.0,3.0,7.0,89.11,12.6,3.0,4.0,9.54,10.24,2.0,3.0,254.0,27.9,6.83,,,,,,,,
STX12,B1AJQ6,Syntaxin-12 (Fragment) OS=Homo sapiens GN=STX12 PE=2 SV=2 - [B1AJQ6_HUMAN],12.56,2.0,2.0,2.0,7.0,164.31,12.56,2.0,4.0,8.77,7.91,1.0,3.0,215.0,24.6,5.15,,,,,,,,
CHMP6,Q96FZ7,Charged multivesicular body protein 6 OS=Homo sapiens GN=CHMP6 PE=1 SV=3 - [CHMP6_HUMAN],12.44,4.0,2.0,2.0,7.0,136.31,12.44,2.0,3.0,8.81,12.44,2.0,4.0,201.0,23.5,5.31,,,,,,,,
SDF2,Q99470,Stromal cell-derived factor 2 OS=Homo sapiens GN=SDF2 PE=1 SV=2 - [SDF2_HUMAN],12.32,2.0,2.0,2.0,7.0,27.53,12.32,2.0,3.0,5.95,12.32,2.0,4.0,211.0,23.0,7.33,,,,,,,,
CASP3,P42574,Caspase-3 OS=Homo sapiens GN=CASP3 PE=1 SV=2 - [CASP3_HUMAN],12.27,6.0,3.0,3.0,7.0,32.97,12.27,3.0,4.0,7.18,6.86,2.0,3.0,277.0,31.6,6.54,,,,,,,,
VPS4B,O75351,Vacuolar protein sorting-associated protein 4B OS=Homo sapiens GN=VPS4B PE=1 SV=2 - [VPS4B_HUMAN],12.16,4.0,3.0,4.0,7.0,34.83,10.59,3.0,3.0,8.97,12.16,4.0,4.0,444.0,49.3,7.23,,,,,,,,
ADRBK1,E9PRV7,Beta-adrenergic receptor kinase 1 OS=Homo sapiens GN=ADRBK1 PE=2 SV=1 - [E9PRV7_HUMAN],11.76,1.0,1.0,4.0,7.0,61.6,6.86,3.0,3.0,6.25,11.76,4.0,4.0,408.0,46.5,7.81,,,,,,,,
PPA2,E2QRM6,"Inorganic pyrophosphatase 2, mitochondrial OS=Homo sapiens GN=PPA2 PE=2 SV=1 - [E2QRM6_HUMAN]",11.39,12.0,2.0,3.0,7.0,45.51,11.39,3.0,4.0,7.34,11.39,3.0,3.0,316.0,35.7,7.39,,,,,,,,
RBFOX1,I3L1D4,RNA-binding protein fox-1 homolog 1 (Fragment) OS=Homo sapiens GN=RBFOX1 PE=2 SV=1 - [I3L1D4_HUMAN],11.11,30.0,2.0,2.0,7.0,57.88,11.11,2.0,4.0,6.64,11.11,2.0,3.0,189.0,20.6,5.22,,,,,,,,
STK32C,Q86UX6,Serine/threonine-protein kinase 32C OS=Homo sapiens GN=STK32C PE=1 SV=1 - [ST32C_HUMAN],10.7,1.0,3.0,3.0,7.0,62.4,10.7,3.0,4.0,13.29,8.23,2.0,3.0,486.0,55.0,6.61,,,,,,,,
PICK1,F6V107,PRKCA-binding protein (Fragment) OS=Homo sapiens GN=PICK1 PE=2 SV=1 - [F6V107_HUMAN],10.48,2.0,3.0,3.0,7.0,56.46,10.48,2.0,3.0,10.82,10.48,3.0,4.0,229.0,25.1,7.44,,,,,,,,
NARS2,Q96I59,"Probable asparagine--tRNA ligase, mitochondrial OS=Homo sapiens GN=NARS2 PE=1 SV=3 - [SYNM_HUMAN]",10.48,5.0,3.0,3.0,7.0,106.66,7.55,2.0,3.0,9.68,10.48,3.0,4.0,477.0,54.1,7.24,,,,,,,,
TBL2,E9PF19,Transducin beta-like protein 2 OS=Homo sapiens GN=TBL2 PE=2 SV=1 - [E9PF19_HUMAN],9.98,2.0,3.0,3.0,7.0,60.62,6.08,2.0,3.0,9.68,9.98,3.0,4.0,411.0,45.9,9.48,,,,,,,,
ARMCX1,Q9P291,Armadillo repeat-containing X-linked protein 1 OS=Homo sapiens GN=ARMCX1 PE=1 SV=1 - [ARMX1_HUMAN],9.93,1.0,3.0,3.0,7.0,35.97,4.64,2.0,3.0,8.42,9.93,3.0,4.0,453.0,49.1,9.22,,,,,,,,
ACTL6A,O96019-2,Isoform 2 of Actin-like protein 6A OS=Homo sapiens GN=ACTL6A - [ACL6A_HUMAN],9.82,4.0,3.0,3.0,7.0,53.28,6.2,2.0,3.0,5.24,9.82,3.0,4.0,387.0,43.2,6.14,,,,,,,,
TRIOBP,F2Z2W0,TRIO and F-actin-binding protein OS=Homo sapiens GN=TRIOBP PE=2 SV=1 - [F2Z2W0_HUMAN],9.51,9.0,3.0,3.0,7.0,31.68,9.51,3.0,3.0,6.6,9.51,3.0,4.0,431.0,47.6,9.11,,,,,,,,
ACSS2,E7EWU3,"Acetyl-coenzyme A synthetase, cytoplasmic OS=Homo sapiens GN=ACSS2 PE=2 SV=1 - [E7EWU3_HUMAN]",9.22,3.0,4.0,4.0,7.0,28.8,6.45,3.0,3.0,9.26,9.22,4.0,4.0,651.0,73.1,6.23,,,,,,,,
IGSF21,Q96ID5,Immunoglobulin superfamily member 21 OS=Homo sapiens GN=IGSF21 PE=2 SV=1 - [IGS21_HUMAN],8.99,2.0,3.0,3.0,7.0,66.2,8.99,3.0,4.0,10.42,6.64,2.0,3.0,467.0,51.8,6.93,,,,,,,,
ASPSCR1,Q9BZE9,Tether containing UBX domain for GLUT4 OS=Homo sapiens GN=ASPSCR1 PE=1 SV=1 - [ASPC1_HUMAN],8.86,11.0,3.0,3.0,7.0,33.63,8.86,3.0,4.0,4.34,8.86,3.0,3.0,553.0,60.1,6.64,,,,,,,,
OLFM2,O95897,Noelin-2 OS=Homo sapiens GN=OLFM2 PE=2 SV=2 - [NOE2_HUMAN],8.81,4.0,3.0,3.0,7.0,30.94,5.51,2.0,3.0,11.08,8.81,3.0,4.0,454.0,51.4,7.94,,,,,,,,
