NGN2-Converted hiPSC Neurons Synapse Proteomics Screen,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Gene Symbol,Accession,Description,ΣCoverage,Σ# Proteins,Σ# Unique Peptides,Σ# Peptides,Σ# PSMs,Score A2,Coverage A2,# Peptides A2,# PSM A2,Score A4,Coverage A4,# Peptides A4,# PSM A4,# AAs,MW [kDa],calc. pI,,,,,,,,
GMPR2,Q6PKC0,GMP reductase OS=Homo sapiens GN=GMPR2 PE=2 SV=1 - [Q6PKC0_HUMAN],9.29,14,2,3,6,39.65,9.29,3,3,3.3,9.29,3,3,409,45,8.34,,,,,,,,
TMEM200A,Q86VY9,Transmembrane protein 200A OS=Homo sapiens GN=TMEM200A PE=1 SV=1 - [T200A_HUMAN],9.16,1,3,3,6,55.8,9.16,3,3,9.62,9.16,3,3,491,54.3,9.17,,,,,,,,
COTL1,Q14019,Coactosin-like protein OS=Homo sapiens GN=COTL1 PE=1 SV=3 - [COTL1_HUMAN],9.15,1,2,2,6,39.86,9.15,2,3,1.69,9.15,2,3,142,15.9,5.67,,,,,,,,
NHLRC2,Q8NBF2-2,Isoform 2 of NHL repeat-containing protein 2 OS=Homo sapiens GN=NHLRC2 - [NHLC2_HUMAN],8.99,2,2,2,6,24.38,8.99,2,3,2.1,8.99,2,3,367,39.7,5.71,,,,,,,,
NDFIP2,H7C5F7,NEDD4 family-interacting protein 2 (Fragment) OS=Homo sapiens GN=NDFIP2 PE=4 SV=1 - [H7C5F7_HUMAN],8.97,3,1,1,6,78.48,8.97,1,3,9.32,8.97,1,3,156,16.9,4.27,,,,,,,,
MRPL43,Q8N983-4,"Isoform 4 of 39S ribosomal protein L43, mitochondrial OS=Homo sapiens GN=MRPL43 - [RM43_HUMAN]",8.81,10,2,2,6,55,8.81,2,3,3.28,8.81,2,3,159,17.8,9.88,,,,,,,,
MCCC1,F5GYT8,"Methylcrotonoyl-CoA carboxylase subunit alpha, mitochondrial OS=Homo sapiens GN=MCCC1 PE=2 SV=1 - [F5GYT8_HUMAN]",8.69,5,2,2,6,81.3,8.69,2,3,6.45,8.69,2,3,426,47.5,7.28,,,,,,,,
PIP5K1C,O60331-4,Isoform 4 of Phosphatidylinositol 4-phosphate 5-kinase type-1 gamma OS=Homo sapiens GN=PIP5K1C - [PI51C_HUMAN],8.44,4,3,3,6,19.95,8.44,3,3,7.22,8.44,3,3,640,70.2,5.41,,,,,,,,
GMPPB,Q9Y5P6,Mannose-1-phosphate guanyltransferase beta OS=Homo sapiens GN=GMPPB PE=1 SV=2 - [GMPPB_HUMAN],8.33,2,2,2,6,62.76,8.33,2,3,6.81,8.33,2,3,360,39.8,6.61,,,,,,,,
HIBCH,Q6NVY1,"3-hydroxyisobutyryl-CoA hydrolase, mitochondrial OS=Homo sapiens GN=HIBCH PE=1 SV=2 - [HIBCH_HUMAN]",8.29,5,3,3,6,45.05,8.29,3,3,7.04,8.29,3,3,386,43.5,8.19,,,,,,,,
AUP1,Q9Y679-3,Isoform 3 of Ancient ubiquitous protein 1 OS=Homo sapiens GN=AUP1 - [AUP1_HUMAN],8.04,3,2,2,6,34.14,8.04,2,3,6.14,8.04,2,3,373,41.4,7.9,,,,,,,,
RAB23,Q9ULC3,Ras-related protein Rab-23 OS=Homo sapiens GN=RAB23 PE=1 SV=1 - [RAB23_HUMAN],8.02,1,2,2,6,25.16,8.02,2,3,6.8,8.02,2,3,237,26.6,6.6,,,,,,,,
MRPL2,C9IY40,"39S ribosomal protein L37, mitochondrial OS=Homo sapiens GN=MRPL2 PE=2 SV=1 - [C9IY40_HUMAN]",8,2,2,2,6,61.19,8,2,3,2.59,8,2,3,225,24.4,11,,,,,,,,
KATNB1,Q9BVA0,Katanin p80 WD40 repeat-containing subunit B1 OS=Homo sapiens GN=KATNB1 PE=1 SV=1 - [KTNB1_HUMAN],7.94,40,3,4,6,139.91,7.94,4,4,7.2,5.65,2,2,655,72.3,7.56,,,,,,,,
BCKDHB,P21953,"2-oxoisovalerate dehydrogenase subunit beta, mitochondrial OS=Homo sapiens GN=BCKDHB PE=1 SV=2 - [ODBB_HUMAN]",7.91,1,2,2,6,61.29,7.91,2,3,10.3,7.91,2,3,392,43.1,6.29,,,,,,,,
GSR,P00390-5,"Isoform 4 of Glutathione reductase, mitochondrial OS=Homo sapiens GN=GSR - [GSHR_HUMAN]",7.73,7,2,2,6,55.73,7.73,2,3,10.11,7.73,2,3,440,47.2,8.75,,,,,,,,
KLHL42,F5H523,Kelch-like protein 42 OS=Homo sapiens GN=KLHL42 PE=2 SV=1 - [F5H523_HUMAN],7.59,2,2,2,6,53.82,7.59,2,3,7.55,7.59,2,3,369,41,5.44,,,,,,,,
CYTH1,B7Z1T4,Cytohesin-1 OS=Homo sapiens GN=CYTH1 PE=2 SV=1 - [B7Z1T4_HUMAN],7.37,4,1,2,6,86.04,7.37,2,3,6.68,7.37,2,3,339,39.4,7.05,,,,,,,,
EPN2,F6PQP6,Epsin-2 (Fragment) OS=Homo sapiens GN=EPN2 PE=2 SV=1 - [F6PQP6_HUMAN],6.83,19,2,2,6,46.94,6.83,2,3,3.66,6.83,2,3,410,44.9,7.06,,,,,,,,
CTTNBP2NL,Q9P2B4,CTTNBP2 N-terminal-like protein OS=Homo sapiens GN=CTTNBP2NL PE=1 SV=2 - [CT2NL_HUMAN],6.73,2,3,3,6,28.2,4.85,2,2,10.01,6.73,3,4,639,70.1,8.06,,,,,,,,
ADAM12,O43184,Disintegrin and metalloproteinase domain-containing protein 12 OS=Homo sapiens GN=ADAM12 PE=1 SV=3 - [ADA12_HUMAN],6.6,5,3,3,6,48.76,6.6,3,3,4.04,6.6,3,3,909,99.5,8.4,,,,,,,,
MAP3K12,Q12852,Mitogen-activated protein kinase kinase kinase 12 OS=Homo sapiens GN=MAP3K12 PE=1 SV=2 - [M3K12_HUMAN],6.52,2,4,4,6,23.13,2.68,2,2,10.82,6.52,4,4,859,93.2,6.46,,,,,,,,
CNNM4,Q6P4Q7,Metal transporter CNNM4 OS=Homo sapiens GN=CNNM4 PE=1 SV=3 - [CNNM4_HUMAN],6.32,2,1,3,6,97.82,6.32,3,4,6.26,1.81,1,2,775,86.6,6.07,,,,,,,,
MARK4,Q96L34-2,Isoform 2 of MAP/microtubule affinity-regulating kinase 4 OS=Homo sapiens GN=MARK4 - [MARK4_HUMAN],6.25,7,1,3,6,40.87,6.25,3,3,7.46,6.25,3,3,688,75.3,9.79,,,,,,,,
VEZT,Q9HBM0-2,Isoform 2 of Vezatin OS=Homo sapiens GN=VEZT - [VEZA_HUMAN],6.15,4,2,2,6,28.94,6.15,2,3,3.03,6.15,2,3,569,65.4,6.71,,,,,,,,
SBSN,Q6UWP8,Suprabasin OS=Homo sapiens GN=SBSN PE=2 SV=2 - [SBSN_HUMAN],6.1,1,1,1,6,52.93,6.1,1,3,2.17,6.1,1,3,590,60.5,7.01,,,,,,,,
METTL13,Q8N6R0-2,Isoform 5 of Methyltransferase-like protein 13 OS=Homo sapiens GN=METTL13 - [MET13_HUMAN],6.06,7,2,2,6,31.72,6.06,2,3,3.83,6.06,2,3,396,44.5,5.63,,,,,,,,
ACBD3,Q9H3P7,Golgi resident protein GCP60 OS=Homo sapiens GN=ACBD3 PE=1 SV=4 - [GCP60_HUMAN],6.06,1,2,2,6,69.33,6.06,2,3,3.79,6.06,2,3,528,60.6,5.06,,,,,,,,
GFM2,Q969S9-5,"Isoform 5 of Ribosome-releasing factor 2, mitochondrial OS=Homo sapiens GN=GFM2 - [RRF2M_HUMAN]",6.04,6,2,2,6,36.39,6.04,2,3,6.9,6.04,2,3,513,57,7.09,,,,,,,,
GMPPA,Q96IJ6,Mannose-1-phosphate guanyltransferase alpha OS=Homo sapiens GN=GMPPA PE=1 SV=1 - [GMPPA_HUMAN],5.95,2,2,2,6,70.24,5.95,2,3,6.33,5.95,2,3,420,46.3,7.21,,,,,,,,
SNX5,Q9Y5X3,Sorting nexin-5 OS=Homo sapiens GN=SNX5 PE=1 SV=1 - [SNX5_HUMAN],5.94,2,2,2,6,48.93,5.94,2,3,7.81,5.94,2,3,404,46.8,6.76,,,,,,,,
TMEFF2,Q9UIK5-2,Isoform 2 of Tomoregulin-2 OS=Homo sapiens GN=TMEFF2 - [TEFF2_HUMAN],5.78,3,2,2,6,59.59,5.78,2,3,6.71,5.78,2,3,346,38.1,4.78,,,,,,,,
ZFR,Q96KR1,Zinc finger RNA-binding protein OS=Homo sapiens GN=ZFR PE=1 SV=2 - [ZFR_HUMAN],5.68,2,4,4,6,147.46,3.17,2,2,11.43,5.68,4,4,1074,116.9,9.04,,,,,,,,
MAPK14,B4E0K5,Mitogen-activated protein kinase 14 OS=Homo sapiens GN=MAPK14 PE=2 SV=1 - [B4E0K5_HUMAN],5.65,27,1,2,6,46.06,5.65,2,3,4.33,5.65,2,3,283,32.3,4.92,,,,,,,,
STK4,Q13043-2,Isoform 2 of Serine/threonine-protein kinase 4 OS=Homo sapiens GN=STK4 - [STK4_HUMAN],5.63,5,2,2,6,45.35,5.63,2,3,7.54,5.63,2,3,462,52.3,5,,,,,,,,
CNNM2,Q9H8M5-3,Isoform 3 of Metal transporter CNNM2 OS=Homo sapiens GN=CNNM2 - [CNNM2_HUMAN],5.43,3,1,2,6,80.32,5.43,2,3,8.7,5.43,2,3,552,60.4,7.14,,,,,,,,
SMG8,Q8ND04-3,Isoform 3 of Protein SMG8 OS=Homo sapiens GN=SMG8 - [SMG8_HUMAN],5.27,3,2,2,6,87.32,5.27,2,3,5.76,5.27,2,3,588,65,7.66,,,,,,,,
DSG2,Q14126,Desmoglein-2 OS=Homo sapiens GN=DSG2 PE=1 SV=2 - [DSG2_HUMAN],5.19,2,4,4,6,37.42,2.95,2,2,6.03,5.19,4,4,1118,122.2,5.24,,,,,,,,
ALG11,Q2TAA5,"GDP-Man:Man(3)GlcNAc(2)-PP-Dol alpha-1,2-mannosyltransferase OS=Homo sapiens GN=ALG11 PE=1 SV=2 - [ALG11_HUMAN]",5.08,1,2,2,6,62.34,5.08,2,3,8.51,5.08,2,3,492,55.6,8.48,,,,,,,,
NRD1,F5H7V1,Nardilysin OS=Homo sapiens GN=NRD1 PE=2 SV=1 - [F5H7V1_HUMAN],4.95,10,3,4,6,43.42,3.75,3,3,4.93,4.15,3,3,747,86.3,4.78,,,,,,,,
BZW1,Q7L1Q6-2,Isoform 2 of Basic leucine zipper and W2 domain-containing protein 1 OS=Homo sapiens GN=BZW1 - [BZW1_HUMAN],4.82,6,1,2,6,79.18,4.82,2,3,5.03,4.82,2,3,353,40.5,6.46,,,,,,,,
DHTKD1,Q96HY7,"Probable 2-oxoglutarate dehydrogenase E1 component DHKTD1, mitochondrial OS=Homo sapiens GN=DHTKD1 PE=2 SV=2 - [DHTK1_HUMAN]",4.79,1,2,2,6,37.18,4.79,2,3,7.89,4.79,2,3,919,103,6.93,,,,,,,,
C16orf62,H3BV68,"Esophageal cancer associated protein, isoform CRA_a OS=Homo sapiens GN=C16orf62 PE=4 SV=1 - [H3BV68_HUMAN]",4.78,9,3,3,6,27.55,4.78,3,3,6.7,4.78,3,3,712,81.5,7.28,,,,,,,,
GFOD2,Q3B7J2,Glucose-fructose oxidoreductase domain-containing protein 2 OS=Homo sapiens GN=GFOD2 PE=2 SV=1 - [GFOD2_HUMAN],4.68,3,2,2,6,67.23,4.68,2,3,5.97,4.68,2,3,385,42.2,6.44,,,,,,,,
PLBD2,Q8NHP8,Putative phospholipase B-like 2 OS=Homo sapiens GN=PLBD2 PE=1 SV=2 - [PLBL2_HUMAN],4.58,2,2,2,6,84.83,4.58,2,3,6.76,4.58,2,3,589,65.4,6.8,,,,,,,,
SLC1A4,P43007,Neutral amino acid transporter A OS=Homo sapiens GN=SLC1A4 PE=1 SV=1 - [SATT_HUMAN],4.51,1,2,2,6,73.4,4.51,2,3,6.28,4.51,2,3,532,55.7,6.25,,,,,,,,
CPNE7,Q9UBL6-2,Isoform 2 of Copine-7 OS=Homo sapiens GN=CPNE7 - [CPNE7_HUMAN],4.48,15,1,2,6,32,4.48,2,3,5.52,4.48,2,3,558,61.9,5.72,,,,,,,,
GAA,P10253,Lysosomal alpha-glucosidase OS=Homo sapiens GN=GAA PE=1 SV=4 - [LYAG_HUMAN],4.41,1,2,2,6,29.29,4.41,2,3,8.32,4.41,2,3,952,105.3,6,,,,,,,,
LDLR,P01130-2,Isoform 2 of Low-density lipoprotein receptor OS=Homo sapiens GN=LDLR - [LDLR_HUMAN],4.4,10,2,2,6,73.14,4.4,2,3,7.22,4.4,2,3,682,75.8,5.21,,,,,,,,
HCN4,Q9Y3Q4,Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 4 OS=Homo sapiens GN=HCN4 PE=1 SV=1 - [HCN4_HUMAN],4.32,1,2,2,6,46.3,4.32,2,3,8.12,4.32,2,3,1203,129,8.91,,,,,,,,
CLSTN3,Q9BQT9,Calsyntenin-3 OS=Homo sapiens GN=CLSTN3 PE=1 SV=1 - [CSTN3_HUMAN],4.29,7,3,3,6,41.46,4.29,3,3,4.42,4.29,3,3,956,106,5.44,,,,,,,,
CELF1,Q92879-5,Isoform 5 of CUGBP Elav-like family member 1 OS=Homo sapiens GN=CELF1 - [CELF1_HUMAN],4.27,20,2,2,6,25.12,4.27,2,3,5.12,4.27,2,3,468,50.1,8.85,,,,,,,,
ACP2,P11117,Lysosomal acid phosphatase OS=Homo sapiens GN=ACP2 PE=1 SV=3 - [PPAL_HUMAN],4.26,10,2,2,6,73.21,4.26,2,3,7.15,4.26,2,3,423,48.3,6.74,,,,,,,,
ATP6AP1,Q15904,V-type proton ATPase subunit S1 OS=Homo sapiens GN=ATP6AP1 PE=1 SV=2 - [VAS1_HUMAN],4.26,2,3,3,6,57.65,2.98,2,3,5.62,2.77,2,3,470,52,6.14,,,,,,,,
ZNF326,Q5BKZ1-3,Isoform 3 of DBIRD complex subunit ZNF326 OS=Homo sapiens GN=ZNF326 - [ZN326_HUMAN],4.26,2,1,1,6,76.04,4.26,1,3,6.43,4.26,1,3,376,43.1,4.87,,,,,,,,
FZD3,Q9NPG1,Frizzled-3 OS=Homo sapiens GN=FZD3 PE=1 SV=1 - [FZD3_HUMAN],4.2,1,2,2,6,47.63,4.2,2,3,5.27,4.2,2,3,666,76.2,7.74,,,,,,,,
MTA2,O94776,Metastasis-associated protein MTA2 OS=Homo sapiens GN=MTA2 PE=1 SV=1 - [MTA2_HUMAN],4.19,2,2,2,6,34.34,4.19,2,3,4.94,4.19,2,3,668,75,9.66,,,,,,,,
FBXO30,Q8TB52,F-box only protein 30 OS=Homo sapiens GN=FBXO30 PE=1 SV=3 - [FBX30_HUMAN],4.16,1,2,2,6,80.02,4.16,2,3,7.9,4.16,2,3,745,82.3,5.4,,,,,,,,
USP19,O94966-4,Isoform 4 of Ubiquitin carboxyl-terminal hydrolase 19 OS=Homo sapiens GN=USP19 - [UBP19_HUMAN],4.1,11,3,3,6,31.34,4.1,3,3,6.57,4.1,3,3,1268,139.9,6.43,,,,,,,,
LONRF2,Q1L5Z9,LON peptidase N-terminal domain and RING finger protein 2 OS=Homo sapiens GN=LONRF2 PE=2 SV=3 - [LONF2_HUMAN],3.98,1,2,2,6,49.81,3.98,2,3,8.56,3.98,2,3,754,83.6,5.9,,,,,,,,
PEPD,P12955-3,Isoform 3 of Xaa-Pro dipeptidase OS=Homo sapiens GN=PEPD - [PEPD_HUMAN],3.96,3,2,2,6,81.93,3.96,2,3,6.73,3.96,2,3,429,47.2,6.07,,,,,,,,
ATXN2,H0YH87,Ataxin-2 (Fragment) OS=Homo sapiens GN=ATXN2 PE=4 SV=1 - [H0YH87_HUMAN],3.93,9,2,2,6,39.76,3.93,2,3,4.72,3.93,2,3,916,98.1,9.41,,,,,,,,
PHKB,Q93100-2,Isoform 2 of Phosphorylase b kinase regulatory subunit beta OS=Homo sapiens GN=PHKB - [KPBB_HUMAN],3.87,8,2,2,6,61.03,3.87,2,3,8.42,3.87,2,3,1086,123.9,6.67,,,,,,,,
APEH,P13798,Acylamino-acid-releasing enzyme OS=Homo sapiens GN=APEH PE=1 SV=4 - [ACPH_HUMAN],3.83,5,2,2,6,51.49,3.83,2,3,5.74,3.83,2,3,732,81.2,5.48,,,,,,,,
SLC12A9,Q9BXP2,Solute carrier family 12 member 9 OS=Homo sapiens GN=SLC12A9 PE=1 SV=1 - [S12A9_HUMAN],3.83,1,2,2,6,25.44,3.83,2,3,6.86,3.83,2,3,914,96,8.07,,,,,,,,
ATP11C,Q8NB49-2,Isoform 2 of Probable phospholipid-transporting ATPase IG OS=Homo sapiens GN=ATP11C - [AT11C_HUMAN],3.79,4,3,3,6,39.9,3.79,3,3,7.7,3.79,3,3,1108,126.6,6.51,,,,,,,,
TAOK3,Q9H2K8,Serine/threonine-protein kinase TAO3 OS=Homo sapiens GN=TAOK3 PE=1 SV=2 - [TAOK3_HUMAN],3.79,3,1,3,6,24.04,3.79,3,3,6.4,3.79,3,3,898,105.3,7.3,,,,,,,,
LONP2,Q86WA8,"Lon protease homolog 2, peroxisomal OS=Homo sapiens GN=LONP2 PE=1 SV=1 - [LONP2_HUMAN]",3.64,5,2,2,6,62.93,3.64,2,3,0,3.64,2,3,852,94.6,7.3,,,,,,,,
NID1,P14543-2,Isoform 2 of Nidogen-1 OS=Homo sapiens GN=NID1 - [NID1_HUMAN],3.59,2,3,3,6,50.26,3.59,3,4,5.51,2.6,2,2,1114,121.9,5.47,,,,,,,,
HADH,Q16836,"Hydroxyacyl-coenzyme A dehydrogenase, mitochondrial OS=Homo sapiens GN=HADH PE=1 SV=3 - [HCDH_HUMAN]",3.5,4,1,1,6,44.8,3.5,1,3,5.55,3.5,1,3,314,34.3,8.85,,,,,,,,
OSBPL11,Q9BXB4,Oxysterol-binding protein-related protein 11 OS=Homo sapiens GN=OSBPL11 PE=1 SV=2 - [OSB11_HUMAN],3.48,4,3,3,6,36.15,3.48,3,3,6.33,3.48,3,3,747,83.6,7.06,,,,,,,,
CLCN3,E9PE15,H(+)/Cl(-) exchange transporter 3 (Fragment) OS=Homo sapiens GN=CLCN3 PE=2 SV=1 - [E9PE15_HUMAN],3.45,7,2,3,6,24.91,2.48,2,2,3.75,3.45,3,4,725,80.5,6.83,,,,,,,,
PRRC2A,P48634-2,Isoform 2 of Protein PRRC2A OS=Homo sapiens GN=PRRC2A - [PRC2A_HUMAN],3.45,4,3,3,6,22.69,3.45,3,3,5.76,3.45,3,3,2144,227.7,9.5,,,,,,,,
SMC1A,Q14683,Structural maintenance of chromosomes protein 1A OS=Homo sapiens GN=SMC1A PE=1 SV=2 - [SMC1A_HUMAN],3.41,2,2,3,6,42.2,3.41,3,4,5.4,2.6,2,2,1233,143.1,7.64,,,,,,,,
CDC16,Q5T8C6,Cell division cycle protein 16 homolog OS=Homo sapiens GN=CDC16 PE=4 SV=1 - [Q5T8C6_HUMAN],3.37,5,2,2,6,70.95,3.37,2,3,0,3.37,2,3,475,54.7,5.43,,,,,,,,
PANX1,Q96RD7-2,Isoform 2 of Pannexin-1 OS=Homo sapiens GN=PANX1 - [PANX1_HUMAN],3.32,2,1,1,6,29.17,3.32,1,3,4.69,3.32,1,3,422,47.6,6.01,,,,,,,,
STT3A,E9PNQ1,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3A OS=Homo sapiens GN=STT3A PE=2 SV=1 - [E9PNQ1_HUMAN],3.26,2,2,2,6,49,3.26,2,3,2.68,3.26,2,3,613,69.5,7.81,,,,,,,,
KIF3A,Q9Y496,Kinesin-like protein KIF3A OS=Homo sapiens GN=KIF3A PE=1 SV=4 - [KIF3A_HUMAN],3.15,19,2,2,6,57.06,3.15,2,3,4.42,3.15,2,3,699,80,6.54,,,,,,,,
GABBR2,O75899,Gamma-aminobutyric acid type B receptor subunit 2 OS=Homo sapiens GN=GABBR2 PE=1 SV=1 - [GABR2_HUMAN],3.08,1,2,2,6,108.58,3.08,2,3,8.68,3.08,2,3,941,105.8,8.66,,,,,,,,
PREX1,Q8TCU6-3,"Isoform 3 of Phosphatidylinositol 3,4,5-trisphosphate-dependent Rac exchanger 1 protein OS=Homo sapiens GN=PREX1 - [PREX1_HUMAN]",2.95,4,3,3,6,62.17,2.95,3,3,6.98,2.95,3,3,1561,175.7,6.84,,,,,,,,
MCF2L,H7BYP9,Guanine nucleotide exchange factor DBS (Fragment) OS=Homo sapiens GN=MCF2L PE=4 SV=1 - [H7BYP9_HUMAN],2.9,24,1,3,6,37,2.9,2,2,7.06,2.9,3,4,793,89.1,7.31,,,,,,,,
DGKE,I3L112,Diacylglycerol kinase epsilon (Fragment) OS=Homo sapiens GN=DGKE PE=4 SV=1 - [I3L112_HUMAN],2.85,2,1,1,6,66.33,2.85,1,3,6.55,2.85,1,3,456,51.2,7.96,,,,,,,,
LPHN2,O95490-3,Isoform 3 of Latrophilin-2 OS=Homo sapiens GN=LPHN2 - [LPHN2_HUMAN],2.49,10,2,2,6,73.34,2.49,2,3,9.61,2.49,2,3,1123,126.1,6.86,,,,,,,,
ROCK2,O75116,Rho-associated protein kinase 2 OS=Homo sapiens GN=ROCK2 PE=1 SV=4 - [ROCK2_HUMAN],2.45,4,1,3,6,55.28,2.45,3,3,5.4,2.45,3,3,1388,160.8,6.02,,,,,,,,
ZC3H7B,Q9UGR2-2,Isoform 2 of Zinc finger CCCH domain-containing protein 7B OS=Homo sapiens GN=ZC3H7B - [Z3H7B_HUMAN],2.15,2,2,2,6,37.16,2.15,2,3,5.89,2.15,2,3,977,109.8,7.25,,,,,,,,
DOCK8,A2A369,Dedicator of cytokinesis protein 8 OS=Homo sapiens GN=DOCK8 PE=2 SV=1 - [A2A369_HUMAN],2.04,5,1,3,6,97,1.6,2,3,8.63,1.6,2,3,1566,177.9,7.21,,,,,,,,
RAPGEF2,Q9Y4G8,Rap guanine nucleotide exchange factor 2 OS=Homo sapiens GN=RAPGEF2 PE=1 SV=1 - [RPGF2_HUMAN],2,2,2,2,6,72.06,2,2,3,7.26,2,2,3,1499,167.3,6.67,,,,,,,,
CNTNAP3B,Q96NU0,Contactin-associated protein-like 3B OS=Homo sapiens GN=CNTNAP3B PE=2 SV=2 - [CNT3B_HUMAN],1.94,15,2,2,6,41.06,1.94,2,3,6.22,1.94,2,3,1288,140.4,7.53,,,,,,,,
CHD4,F5GWX5,Chromodomain-helicase-DNA-binding protein 4 OS=Homo sapiens GN=CHD4 PE=2 SV=1 - [F5GWX5_HUMAN],1.84,3,2,2,6,48.57,1.84,2,3,8.99,1.84,2,3,1905,217,5.81,,,,,,,,
PDS5A,Q29RF7,Sister chromatid cohesion protein PDS5 homolog A OS=Homo sapiens GN=PDS5A PE=1 SV=1 - [PDS5A_HUMAN],1.8,2,2,2,6,94.91,1.8,2,3,5.35,1.8,2,3,1337,150.7,7.91,,,,,,,,
KIAA1109,H7C0G8,Uncharacterized protein KIAA1109 (Fragment) OS=Homo sapiens GN=KIAA1109 PE=4 SV=1 - [H7C0G8_HUMAN],1.73,6,1,2,6,80.37,1.73,2,3,6.4,1.73,2,3,1447,158.3,6.6,,,,,,,,
MYO9A,B2RTY4-5,Isoform 5 of Unconventional myosin-IXa OS=Homo sapiens GN=MYO9A - [MYO9A_HUMAN],1.69,9,2,2,6,94.92,1.69,2,3,8.91,1.69,2,3,2312,265.2,8.92,,,,,,,,
SOGA2,Q9Y4B5-2,Isoform 2 of Protein SOGA2 OS=Homo sapiens GN=SOGA2 - [SOGA2_HUMAN],1.62,5,1,2,6,37.55,1.62,2,3,7.51,1.62,2,3,1545,173.2,5.95,,,,,,,,
SHANK2,H7C1X5,SH3 and multiple ankyrin repeat domains protein 2 (Fragment) OS=Homo sapiens GN=SHANK2 PE=2 SV=1 - [H7C1X5_HUMAN],1.33,8,1,1,6,103.38,1.33,1,3,4.73,1.33,1,3,1128,121.1,5.62,,,,,,,,
TCHH,Q07283,Trichohyalin OS=Homo sapiens GN=TCHH PE=1 SV=2 - [TRHY_HUMAN],1.24,2,1,2,6,0,1.24,2,3,3.27,1.24,2,3,1943,253.8,5.78,,,,,,,,
KPRP,Q5T749,Keratinocyte proline-rich protein OS=Homo sapiens GN=KPRP PE=1 SV=1 - [KPRP_HUMAN],1.04,1,1,1,6,44.79,1.04,1,4,0,1.04,1,2,579,64.1,8.27,,,,,,,,
NAV2,Q8IVL1-4,Isoform 4 of Neuron navigator 2 OS=Homo sapiens GN=NAV2 - [NAV2_HUMAN],1.01,17,1,2,6,48.31,1.01,2,3,3.88,1.01,2,3,2365,254.8,8.94,,,,,,,,
TPR,P12270,Nucleoprotein TPR OS=Homo sapiens GN=TPR PE=1 SV=3 - [TPR_HUMAN],0.93,1,2,2,6,99.48,0.93,2,3,7.79,0.93,2,3,2363,267.1,5.02,,,,,,,,
DLG5,Q8TDM6-4,Isoform 4 of Disks large homolog 5 OS=Homo sapiens GN=DLG5 - [DLG5_HUMAN],0.83,2,1,1,6,22.77,0.83,1,3,3.3,0.83,1,3,1809,201.9,7.71,,,,,,,,
SYNE1,E7ENN3,Nesprin-1 OS=Homo sapiens GN=SYNE1 PE=2 SV=1 - [E7ENN3_HUMAN],0.37,7,2,2,6,80.85,0.37,2,3,7.31,0.37,2,3,8409,966,5.55,,,,,,,,
HSPBP1,K7EN20,Hsp70-binding protein 1 (Fragment) OS=Homo sapiens GN=HSPBP1 PE=4 SV=1 - [K7EN20_HUMAN],38.14,5,2,2,5,39.24,38.14,2,2,7.45,38.14,2,3,97,10.6,7.8,,,,,,,,
MRPS23,J3QLR8,"28S ribosomal protein S23, mitochondrial OS=Homo sapiens GN=MRPS23 PE=4 SV=1 - [J3QLR8_HUMAN]",23.03,2,3,3,5,22.81,23.03,3,3,5.17,15.79,2,2,152,17.5,9.63,,,,,,,,
TMEM126A,Q9H061,Transmembrane protein 126A OS=Homo sapiens GN=TMEM126A PE=1 SV=1 - [T126A_HUMAN],21.03,3,2,2,5,71.25,21.03,2,2,8.65,21.03,2,3,195,21.5,9.26,,,,,,,,
MRPL49,E9PNF1,"39S ribosomal protein L49, mitochondrial OS=Homo sapiens GN=MRPL49 PE=2 SV=1 - [E9PNF1_HUMAN]",20,4,2,2,5,134.78,9.29,1,2,9.78,20,2,3,140,16,9.89,,,,,,,,
HIST1H4A,P62805,Histone H4 OS=Homo sapiens GN=HIST1H4A PE=1 SV=2 - [H4_HUMAN],19.42,1,2,2,5,47.17,19.42,2,2,6.93,19.42,2,3,103,11.4,11.36,,,,,,,,
DIABLO,F5GXT8,"Diablo homolog, mitochondrial (Fragment) OS=Homo sapiens GN=DIABLO PE=2 SV=1 - [F5GXT8_HUMAN]",17.29,6,3,3,5,27.25,17.29,3,3,4.94,17.29,2,2,133,15.2,4.86,,,,,,,,
ATG5,Q9H1Y0,Autophagy protein 5 OS=Homo sapiens GN=ATG5 PE=1 SV=2 - [ATG5_HUMAN],17.09,3,3,3,5,49.32,17.09,3,3,7.38,12.36,2,2,275,32.4,5.77,,,,,,,,
GPX4,P36969-2,"Isoform Cytoplasmic of Phospholipid hydroperoxide glutathione peroxidase, mitochondrial OS=Homo sapiens GN=GPX4 - [GPX4_HUMAN]",17.06,7,2,2,5,27.18,17.06,2,2,7.32,17.06,2,3,170,19.5,7.94,,,,,,,,
DNAJB6,O75190-2,Isoform B of DnaJ homolog subfamily B member 6 OS=Homo sapiens GN=DNAJB6 - [DNJB6_HUMAN],16.6,12,1,3,5,66.97,10.37,2,2,6.18,16.6,3,3,241,26.9,7.55,,,,,,,,
