Fetal Human Brain Synapse Proteomics Screen,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Gene Symbol,Accession,Description,ΣCoverage,Σ# Proteins,Σ# Unique Peptides,Σ# Peptides,Σ# PSMs,Score A2,Coverage A2,# Peptides A2,# PSM A2,Score A4,Coverage A4,# Peptides A4,# PSM A4,# AAs,MW [kDa],calc. pI,,,,,,,,
WDR1,O75083,WD repeat-containing protein 1 OS=Homo sapiens GN=WDR1 PE=1 SV=4 - [WDR1_HUMAN],9.57,3,4,4,6,33.11,4.29,2,2,2.05,9.57,4,4,606,66.2,6.65,,,,,,,,
IDH1,O75874,Isocitrate dehydrogenase [NADP] cytoplasmic OS=Homo sapiens GN=IDH1 PE=1 SV=2 - [IDHC_HUMAN],8.94,4,3,3,6,97.87,8.94,3,3,3.26,8.94,3,3,414,46.6,7.01,,,,,,,,
KBTBD11,O94819,Kelch repeat and BTB domain-containing protein 11 OS=Homo sapiens GN=KBTBD11 PE=1 SV=1 - [KBTBB_HUMAN],9.63,1,3,3,6,30.19,9.63,3,3,0,9.63,3,3,623,65.7,6.07,,,,,,,,
VAPB,O95292,Vesicle-associated membrane protein-associated protein B/C OS=Homo sapiens GN=VAPB PE=1 SV=3 - [VAPB_HUMAN],10.29,3,1,2,6,92.61,10.29,2,3,2.24,10.29,2,3,243,27.2,7.3,,,,,,,,
GOT2,P00505,"Aspartate aminotransferase, mitochondrial OS=Homo sapiens GN=GOT2 PE=1 SV=3 - [AATM_HUMAN]",12.56,2,3,3,6,78.3,12.56,3,3,2.18,12.56,3,3,430,47.5,9.01,,,,,,,,
IGHG1,P01857,Ig gamma-1 chain C region OS=Homo sapiens GN=IGHG1 PE=1 SV=1 - [IGHG1_HUMAN],14.55,1,3,3,6,60.11,14.55,3,3,1.95,14.55,3,3,330,36.1,8.19,,,,,,,,
EPRS,P07814,Bifunctional glutamate/proline--tRNA ligase OS=Homo sapiens GN=EPRS PE=1 SV=5 - [SYEP_HUMAN],2.58,1,3,3,6,44.24,2.58,3,3,3.76,2.58,3,3,1512,170.5,7.33,,,,,,,,
ADRA2A,P08913,Alpha-2A adrenergic receptor OS=Homo sapiens GN=ADRA2A PE=1 SV=3 - [ADA2A_HUMAN],7.56,1,2,2,6,49.09,7.56,2,3,2.14,7.56,2,3,450,48.9,9.74,,,,,,,,
UBTF,P17480-2,Isoform UBF2 of Nucleolar transcription factor 1 OS=Homo sapiens GN=UBTF - [UBF1_HUMAN],6.74,3,4,4,6,22.69,3.58,2,2,4.09,4.81,3,4,727,84.9,5.55,,,,,,,,
PGAM1,P18669,Phosphoglycerate mutase 1 OS=Homo sapiens GN=PGAM1 PE=1 SV=2 - [PGAM1_HUMAN],11.81,2,2,2,6,41.31,11.81,2,3,2.12,11.81,2,3,254,28.8,7.18,,,,,,,,
MYL12A,P19105,Myosin regulatory light chain 12A OS=Homo sapiens GN=MYL12A PE=1 SV=2 - [ML12A_HUMAN],5.85,3,1,1,6,70.31,5.85,1,3,4.28,5.85,1,3,171,19.8,4.81,,,,,,,,
SRM,P19623,Spermidine synthase OS=Homo sapiens GN=SRM PE=1 SV=1 - [SPEE_HUMAN],5.96,3,2,2,6,48.76,5.96,2,3,1.87,5.96,2,3,302,33.8,5.49,,,,,,,,
AHCY,P23526,Adenosylhomocysteinase OS=Homo sapiens GN=AHCY PE=1 SV=4 - [SAHH_HUMAN],8.33,2,3,3,6,48.21,5.32,2,2,5.75,8.33,3,4,432,47.7,6.34,,,,,,,,
PSMB6,P28072,Proteasome subunit beta type-6 OS=Homo sapiens GN=PSMB6 PE=1 SV=4 - [PSB6_HUMAN],8.79,1,2,2,6,65.39,4.6,1,2,7.65,8.79,2,4,239,25.3,4.92,,,,,,,,
MDH1,P40925-2,"Isoform 2 of Malate dehydrogenase, cytoplasmic OS=Homo sapiens GN=MDH1 - [MDHC_HUMAN]",17.96,7,3,3,6,62.68,17.96,3,3,1.9,17.96,3,3,245,27,9.11,,,,,,,,
SLC1A3,P43003-2,Isoform 2 of Excitatory amino acid transporter 1 OS=Homo sapiens GN=SLC1A3 - [EAA1_HUMAN],6.44,2,2,2,6,154.33,6.44,2,3,6.95,6.44,2,3,497,55.1,9.01,,,,,,,,
PPP3CC,P48454-2,Isoform 2 of Serine/threonine-protein phosphatase 2B catalytic subunit gamma isoform OS=Homo sapiens GN=PPP3CC - [PP2BC_HUMAN],6.57,6,1,3,6,78.2,6.57,3,3,4.52,6.57,3,3,502,57,7.23,,,,,,,,
SARS,P49591,"Serine--tRNA ligase, cytoplasmic OS=Homo sapiens GN=SARS PE=1 SV=3 - [SYSC_HUMAN]",8.95,2,3,3,6,118.37,8.95,3,4,2.49,7.39,2,2,514,58.7,6.43,,,,,,,,
MECP2,P51608,Methyl-CpG-binding protein 2 OS=Homo sapiens GN=MECP2 PE=1 SV=1 - [MECP2_HUMAN],5.76,2,2,2,6,32.03,5.76,2,3,2.03,5.76,2,3,486,52.4,9.95,,,,,,,,
SRPK2,P78362,SRSF protein kinase 2 OS=Homo sapiens GN=SRPK2 PE=1 SV=3 - [SRPK2_HUMAN],4.94,3,2,2,6,29.89,4.94,2,3,1.66,4.94,2,3,688,77.5,4.97,,,,,,,,
PURA,Q00577,Transcriptional activator protein Pur-alpha OS=Homo sapiens GN=PURA PE=1 SV=2 - [PURA_HUMAN],9.01,6,2,2,6,55.6,9.01,2,3,5.19,9.01,2,3,322,34.9,6.44,,,,,,,,
STRN3,Q13033-2,Isoform Alpha of Striatin-3 OS=Homo sapiens GN=STRN3 - [STRN3_HUMAN],7.71,4,4,4,6,38.46,1.54,1,2,3.72,7.71,4,4,713,77.7,5.26,,,,,,,,
PAK1,Q13153,Serine/threonine-protein kinase PAK 1 OS=Homo sapiens GN=PAK1 PE=1 SV=2 - [PAK1_HUMAN],9.36,5,2,3,6,48.53,9.36,3,3,2.13,9.36,3,3,545,60.6,5.76,,,,,,,,
DYRK1A,Q13627-3,Isoform 2 of Dual specificity tyrosine-phosphorylation-regulated kinase 1A OS=Homo sapiens GN=DYRK1A - [DYR1A_HUMAN],5.86,10,2,2,6,35.5,5.86,2,3,1.8,5.86,2,3,529,60.3,9.13,,,,,,,,
CLINT1,Q14677,Clathrin interactor 1 OS=Homo sapiens GN=CLINT1 PE=1 SV=1 - [EPN4_HUMAN],4.32,3,2,2,6,63.67,4.32,2,3,2.37,4.32,2,3,625,68.2,6.42,,,,,,,,
CRYM,Q14894,Thiomorpholine-carboxylate dehydrogenase OS=Homo sapiens GN=CRYM PE=1 SV=1 - [CRYM_HUMAN],7.96,6,2,2,6,111.88,7.96,2,3,7.55,7.96,2,3,314,33.8,5.14,,,,,,,,
CROCC,Q5TZA2-2,Isoform 2 of Rootletin OS=Homo sapiens GN=CROCC - [CROCC_HUMAN],2.21,3,2,3,6,49.42,2.21,3,3,1.65,2.21,3,3,1313,148.2,5.54,,,,,,,,
GLIPR2,Q5VZR0,Golgi-associated plant pathogenesis-related protein 1 OS=Homo sapiens GN=GLIPR2 PE=2 SV=1 - [Q5VZR0_HUMAN],20.31,2,2,2,6,140.26,20.31,2,3,6.38,20.31,2,3,128,14.2,9.51,,,,,,,,
ABLIM2,Q6H8Q1-6,Isoform 6 of Actin-binding LIM protein 2 OS=Homo sapiens GN=ABLIM2 - [ABLM2_HUMAN],7.87,13,2,2,6,31.62,7.87,2,3,2.07,7.87,2,3,470,51.7,7.28,,,,,,,,
FAT4,Q6V0I7-3,Isoform 3 of Protocadherin Fat 4 OS=Homo sapiens GN=FAT4 - [FAT4_HUMAN],0.98,3,3,3,6,42.42,0.98,3,3,0,0.98,3,3,4980,542.3,4.94,,,,,,,,
MAGI2,Q86UL8-2,"Isoform 2 of Membrane-associated guanylate kinase, WW and PDZ domain-containing protein 2 OS=Homo sapiens GN=MAGI2 - [MAGI2_HUMAN]",3.12,5,3,3,6,67.15,3.12,3,3,5.76,3.12,3,3,1441,157.1,6.35,,,,,,,,
ALYREF,Q86V81,THO complex subunit 4 OS=Homo sapiens GN=ALYREF PE=1 SV=3 - [THOC4_HUMAN],11.28,2,2,2,6,121.23,11.28,2,3,9.92,11.28,2,3,257,26.9,11.15,,,,,,,,
FAM131B,Q86XD5-2,Isoform 2 of Protein FAM131B OS=Homo sapiens GN=FAM131B - [F131B_HUMAN],8.05,4,2,2,6,108.94,8.05,2,3,5.83,8.05,2,3,348,37.3,4.51,,,,,,,,
CADM3,Q8N126-3,Isoform 3 of Cell adhesion molecule 3 OS=Homo sapiens GN=CADM3 - [CADM3_HUMAN],5.11,3,1,1,6,37.42,5.11,1,3,2.32,5.11,1,3,352,38.3,5.96,,,,,,,,
CCNYL1,Q8N7R7-3,Isoform 3 of Cyclin-Y-like protein 1 OS=Homo sapiens GN=CCNYL1 - [CCYL1_HUMAN],10.73,7,1,3,6,57.52,10.73,3,3,1.66,10.73,3,3,289,33.4,6.93,,,,,,,,
WDR48,Q8TAF3-3,Isoform 3 of WD repeat-containing protein 48 OS=Homo sapiens GN=WDR48 - [WDR48_HUMAN],6.29,7,3,3,6,78.76,6.29,3,3,3.32,6.29,3,3,668,75.3,7.15,,,,,,,,
CNKSR2,Q8WXI2-4,Isoform 3 of Connector enhancer of kinase suppressor of ras 2 OS=Homo sapiens GN=CNKSR2 - [CNKR2_HUMAN],7.89,8,4,4,6,48.71,5.65,3,3,2.12,6.83,3,3,849,96.3,6.61,,,,,,,,
REPS1,Q96D71-2,Isoform 2 of RalBP1-associated Eps domain-containing protein 1 OS=Homo sapiens GN=REPS1 - [REPS1_HUMAN],4.54,8,2,2,6,44.42,4.54,2,3,0,4.54,2,3,705,76.8,5.83,,,,,,,,
CORO1B,Q9BR76,Coronin-1B OS=Homo sapiens GN=CORO1B PE=1 SV=1 - [COR1B_HUMAN],5.32,4,2,2,6,45.03,5.32,2,3,2.03,5.32,2,3,489,54.2,5.88,,,,,,,,
RBM4,Q9BWF3,RNA-binding protein 4 OS=Homo sapiens GN=RBM4 PE=1 SV=1 - [RBM4_HUMAN],15.38,10,3,3,6,84.88,15.38,3,3,2.68,15.38,3,3,364,40.3,7.08,,,,,,,,
ARHGAP39,Q9C0H5,Rho GTPase-activating protein 39 OS=Homo sapiens GN=ARHGAP39 PE=1 SV=2 - [RHG39_HUMAN],3.69,2,3,3,6,85.51,3.69,3,3,5.78,3.69,3,3,1083,121.2,7.5,,,,,,,,
FAM49A,Q9H0Q0,Protein FAM49A OS=Homo sapiens GN=FAM49A PE=1 SV=1 - [FA49A_HUMAN],9.91,3,2,2,6,73,9.91,2,3,0,9.91,2,3,323,37.3,6.01,,,,,,,,
SFXN1,Q9H9B4,Sideroflexin-1 OS=Homo sapiens GN=SFXN1 PE=1 SV=4 - [SFXN1_HUMAN],13.04,4,2,3,6,55.49,13.04,3,3,4.15,13.04,3,3,322,35.6,9.07,,,,,,,,
RIC8A,Q9NPQ8-4,Isoform 4 of Synembryn-A OS=Homo sapiens GN=RIC8A - [RIC8A_HUMAN],9.62,12,3,3,6,80.57,9.62,3,3,4.08,9.62,3,3,530,59.6,5.33,,,,,,,,
ARHGAP35,Q9NRY4,Rho GTPase-activating protein 35 OS=Homo sapiens GN=ARHGAP35 PE=1 SV=3 - [RHG35_HUMAN],3.07,1,3,3,6,36.21,3.07,3,3,0,3.07,3,3,1499,170.4,6.64,,,,,,,,
ZCCHC3,Q9NUD5,Zinc finger CCHC domain-containing protein 3 OS=Homo sapiens GN=ZCCHC3 PE=1 SV=1 - [ZCHC3_HUMAN],8.66,5,3,3,6,43.84,8.66,3,3,0,8.66,3,3,404,43.6,8.53,,,,,,,,
CHCHD3,Q9NX63,"Coiled-coil-helix-coiled-coil-helix domain-containing protein 3, mitochondrial OS=Homo sapiens GN=CHCHD3 PE=1 SV=1 - [CHCH3_HUMAN]",15.86,5,3,3,6,125.9,15.86,3,4,2.19,10.13,2,2,227,26.1,8.28,,,,,,,,
COPG2,Q9UBF2,Coatomer subunit gamma-2 OS=Homo sapiens GN=COPG2 PE=1 SV=1 - [COPG2_HUMAN],3.56,2,2,2,6,56.47,3.56,2,3,3.18,3.56,2,3,871,97.6,5.81,,,,,,,,
BAZ1B,Q9UIG0-2,Isoform 2 of Tyrosine-protein kinase BAZ1B OS=Homo sapiens GN=BAZ1B - [BAZ1B_HUMAN],2.77,2,3,3,6,86.9,2.77,3,3,2.43,2.77,3,3,1479,170.3,8.48,,,,,,,,
EXOC7,Q9UPT5-2,Isoform 2 of Exocyst complex component 7 OS=Homo sapiens GN=EXOC7 - [EXOC7_HUMAN],8.42,6,4,4,6,32.92,6.89,3,3,1.6,6.89,3,3,653,74.7,6.42,,,,,,,,
C22orf28,Q9Y3I0,tRNA-splicing ligase RtcB homolog OS=Homo sapiens GN=C22orf28 PE=1 SV=1 - [RTCB_HUMAN],7.13,2,3,3,6,68.17,7.13,3,3,3.49,7.13,3,3,505,55.2,7.23,,,,,,,,
SUPT16H,Q9Y5B9,FACT complex subunit SPT16 OS=Homo sapiens GN=SUPT16H PE=1 SV=1 - [SP16H_HUMAN],4.58,1,3,3,6,24.59,2.48,2,2,1.64,4.58,3,4,1047,119.8,5.66,,,,,,,,
RPS14,P62263,40S ribosomal protein S14 OS=Homo sapiens GN=RPS14 PE=1 SV=3 - [RS14_HUMAN],11.26,1,2,2,5,26.94,10.6,1,2,4.79,11.26,2,3,151,16.3,10.05,,,,,,,,
PSD,A5PKW4,PH and SEC7 domain-containing protein 1 OS=Homo sapiens GN=PSD PE=2 SV=2 - [PSD1_HUMAN],6.15,2,3,3,5,34.43,6.15,3,3,0,4.98,2,2,1024,109.5,6.87,,,,,,,,
PRMT5,A8MTP3,Protein arginine N-methyltransferase 5 OS=Homo sapiens GN=PRMT5 PE=4 SV=1 - [A8MTP3_HUMAN],4.08,13,2,2,5,24.09,2.15,1,2,0,4.08,2,3,466,53.5,6.14,,,,,,,,
STOML2,B4E1K7,"Stomatin-like protein 2, mitochondrial OS=Homo sapiens GN=STOML2 PE=2 SV=1 - [B4E1K7_HUMAN]",10.61,2,2,2,5,57.7,10.61,2,3,1.81,10.61,2,2,311,33.3,8.25,,,,,,,,
APC2,B5MDS5,Calcium-binding mitochondrial carrier protein SCaMC-3 OS=Homo sapiens GN=APC2 PE=2 SV=2 - [B5MDS5_HUMAN],2.02,4,3,3,5,34.71,2.02,3,3,0,1.23,2,2,2029,213.7,9.38,,,,,,,,
USP24,B7WPF4,Ubiquitin carboxyl-terminal hydrolase OS=Homo sapiens GN=USP24 PE=2 SV=2 - [B7WPF4_HUMAN],1.54,2,2,2,5,29.8,0.77,1,2,0,1.54,2,3,2460,277.2,6.28,,,,,,,,
SYNGAP1,B7ZCA0,Ras GTPase-activating protein SynGAP (Fragment) OS=Homo sapiens GN=SYNGAP1 PE=2 SV=2 - [B7ZCA0_HUMAN],3.21,6,2,2,5,26.27,3.21,2,2,2.07,3.21,2,3,1279,141.2,8.94,,,,,,,,
MAPRE3,C9JB30,Microtubule-associated protein RP/EB family member 3 (Fragment) OS=Homo sapiens GN=MAPRE3 PE=2 SV=1 - [C9JB30_HUMAN],5.5,3,2,2,5,42.07,5.05,1,2,2.37,5.5,2,3,218,24.6,8.95,,,,,,,,
CXADR,D3YHP0,CAR4/6 OS=Homo sapiens GN=CXADR PE=2 SV=1 - [D3YHP0_HUMAN],8.33,4,2,2,5,56.41,4.01,1,2,2.17,8.33,2,3,324,35.5,7.3,,,,,,,,
GFRA2,E5RGR6,GDNF family receptor alpha-2 (Fragment) OS=Homo sapiens GN=GFRA2 PE=2 SV=1 - [E5RGR6_HUMAN],11.32,3,2,2,5,55.47,11.32,2,3,2.78,6.42,1,2,265,30.3,8.02,,,,,,,,
PSD3,E5RJ29,PH and SEC7 domain-containing protein 3 OS=Homo sapiens GN=PSD3 PE=2 SV=1 - [E5RJ29_HUMAN],3.56,6,2,2,5,52.77,2.14,1,2,2.44,3.56,2,3,982,108.9,6.05,,,,,,,,
COPS6,E7EM64,COP9 signalosome complex subunit 6 OS=Homo sapiens GN=COPS6 PE=2 SV=1 - [E7EM64_HUMAN],8.9,3,2,2,5,50.59,3.99,1,2,2.15,8.9,2,3,326,36,5.73,,,,,,,,
RPL27A,E9PLL6,60S ribosomal protein L27a OS=Homo sapiens GN=RPL27A PE=2 SV=1 - [E9PLL6_HUMAN],22.22,4,2,2,5,48.6,22.22,2,2,2.56,22.22,2,3,108,12.2,11.46,,,,,,,,
EIF3A,F5H335,Eukaryotic translation initiation factor 3 subunit A OS=Homo sapiens GN=EIF3A PE=2 SV=1 - [F5H335_HUMAN],3.41,2,3,3,5,36.94,3.41,3,3,0,1.71,2,2,1348,162.5,6.77,,,,,,,,
AMPH,F5H533,Amphiphysin OS=Homo sapiens GN=AMPH PE=2 SV=1 - [F5H533_HUMAN],9.95,4,3,3,5,49.5,9.95,3,3,0,7.66,2,2,653,71.8,4.74,,,,,,,,
ALDH2,F8W0A9,"Aldehyde dehydrogenase, mitochondrial OS=Homo sapiens GN=ALDH2 PE=2 SV=1 - [F8W0A9_HUMAN]",6.63,13,2,2,5,56.54,6.63,2,2,0,6.63,2,3,377,40.8,6.25,,,,,,,,
CSNK2A2,H3BNI9,Casein kinase II subunit alpha' (Fragment) OS=Homo sapiens GN=CSNK2A2 PE=2 SV=1 - [H3BNI9_HUMAN],12.59,3,1,2,5,51.5,12.59,2,3,0,4.44,1,2,135,15.6,9.6,,,,,,,,
GABARAPL2,H3BSM5,Gamma-aminobutyric acid receptor-associated protein-like 2 OS=Homo sapiens GN=GABARAPL2 PE=2 SV=1 - [H3BSM5_HUMAN],14.77,2,2,2,5,32.75,14.77,2,3,0,14.77,2,2,88,10.4,9.7,,,,,,,,
APP,H7C104,Amyloid beta A4 protein (Fragment) OS=Homo sapiens GN=APP PE=2 SV=2 - [H7C104_HUMAN],18.93,1,1,2,5,63.6,18.93,2,3,0,6.43,1,2,280,31.9,5.54,,,,,,,,
ALDOC,K7EKH5,Fructose-bisphosphate aldolase C (Fragment) OS=Homo sapiens GN=ALDOC PE=4 SV=1 - [K7EKH5_HUMAN],31.11,6,2,2,5,64.46,31.11,2,3,2.31,31.11,2,2,135,15,8.59,,,,,,,,
PAFAH1B3,M0R389,Platelet-activating factor acetylhydrolase IB subunit gamma (Fragment) OS=Homo sapiens GN=PAFAH1B3 PE=4 SV=1 - [M0R389_HUMAN],5.45,2,1,1,5,52.37,5.45,1,3,0,5.45,1,2,165,18.4,7.02,,,,,,,,
NFIB,O00712,Nuclear factor 1 B-type OS=Homo sapiens GN=NFIB PE=1 SV=2 - [NFIB_HUMAN],5.24,14,1,2,5,44.03,2.62,1,2,2.01,5.24,2,3,420,47.4,8.87,,,,,,,,
NCAN,O14594,Neurocan core protein OS=Homo sapiens GN=NCAN PE=1 SV=3 - [NCAN_HUMAN],2.42,1,3,3,5,25.95,2.42,3,3,0,1.21,2,2,1321,143,5.38,,,,,,,,
DHX15,O43143,Putative pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15 OS=Homo sapiens GN=DHX15 PE=1 SV=2 - [DHX15_HUMAN],3.9,1,3,3,5,68.52,2.39,2,2,3.96,3.9,3,3,795,90.9,7.46,,,,,,,,
TXNL1,O43396,Thioredoxin-like protein 1 OS=Homo sapiens GN=TXNL1 PE=1 SV=3 - [TXNL1_HUMAN],10.03,3,2,2,5,41.68,10.03,2,3,0,2.42,1,2,289,32.2,4.96,,,,,,,,
PSIP1,O75475,PC4 and SFRS1-interacting protein OS=Homo sapiens GN=PSIP1 PE=1 SV=1 - [PSIP1_HUMAN],3.58,3,2,2,5,43.79,3.58,2,3,0,2.08,1,2,530,60.1,9.13,,,,,,,,
TOMM70A,O94826,Mitochondrial import receptor subunit TOM70 OS=Homo sapiens GN=TOMM70A PE=1 SV=1 - [TOM70_HUMAN],5.43,1,2,2,5,97.36,1.81,1,2,4.16,5.43,2,3,608,67.4,7.12,,,,,,,,
TACC2,O95359-2,Isoform 2 of Transforming acidic coiled-coil-containing protein 2 OS=Homo sapiens GN=TACC2 - [TACC2_HUMAN],7.18,13,2,2,5,22.21,7.18,2,2,0,7.18,2,3,571,64.1,5.33,,,,,,,,
RPLP1,P05386,60S acidic ribosomal protein P1 OS=Homo sapiens GN=RPLP1 PE=1 SV=1 - [RLA1_HUMAN],51.75,1,2,2,5,58.25,37.72,1,2,2.27,51.75,2,3,114,11.5,4.32,,,,,,,,
EEF1B2,P24534,Elongation factor 1-beta OS=Homo sapiens GN=EEF1B2 PE=1 SV=3 - [EF1B_HUMAN],10.22,1,2,2,5,72.9,10.22,2,3,4.66,5.78,1,2,225,24.7,4.67,,,,,,,,
PI4KA,P42356,Phosphatidylinositol 4-kinase alpha OS=Homo sapiens GN=PI4KA PE=1 SV=3 - [PI4KA_HUMAN],2.1,2,3,3,5,52.12,2.1,3,3,0,1.61,2,2,2044,231.2,6.87,,,,,,,,
CSNK1E,P49674,Casein kinase I isoform epsilon OS=Homo sapiens GN=CSNK1E PE=1 SV=1 - [KC1E_HUMAN],6.01,9,2,2,5,42.25,3.37,1,2,1.67,6.01,2,3,416,47.3,9.66,,,,,,,,
PSMD7,P51665,26S proteasome non-ATPase regulatory subunit 7 OS=Homo sapiens GN=PSMD7 PE=1 SV=2 - [PSD7_HUMAN],12.35,5,3,3,5,54.64,12.35,3,3,1.94,9.26,2,2,324,37,6.77,,,,,,,,
COPB1,P53618,Coatomer subunit beta OS=Homo sapiens GN=COPB1 PE=1 SV=3 - [COPB_HUMAN],3.57,4,3,3,5,31.24,2.1,2,2,1.78,3.57,3,3,953,107.1,6.05,,,,,,,,
EIF4G1,Q04637-6,Isoform E of Eukaryotic translation initiation factor 4 gamma 1 OS=Homo sapiens GN=EIF4G1 - [IF4G1_HUMAN],3.92,17,3,3,5,0,3.92,3,3,2.47,2,2,2,1403,154.7,5.16,,,,,,,,
PDE4D,Q08499-6,"Isoform 5 of cAMP-specific 3',5'-cyclic phosphodiesterase 4D OS=Homo sapiens GN=PDE4D - [PDE4D_HUMAN]",4.43,13,3,3,5,72.13,4.43,3,3,1.89,3.36,2,2,745,84.4,5.17,,,,,,,,
CIRBP,Q14011,Cold-inducible RNA-binding protein OS=Homo sapiens GN=CIRBP PE=1 SV=1 - [CIRBP_HUMAN],20.35,11,2,2,5,44.5,20.35,2,3,0,10.47,1,2,172,18.6,9.51,,,,,,,,
GRM3,Q2PNZ6,Metabotropic glutamate receptor 3 OS=Homo sapiens GN=GRM3 PE=2 SV=1 - [Q2PNZ6_HUMAN],3.18,8,2,2,5,27.45,2.06,1,2,2.17,3.18,2,3,535,60.5,6.84,,,,,,,,
GLYR1,Q49A26-5,Isoform 5 of Putative oxidoreductase GLYR1 OS=Homo sapiens GN=GLYR1 - [GLYR1_HUMAN],6.57,6,2,2,5,63.08,6.57,2,3,5.15,3.6,1,2,472,51.5,8.27,,,,,,,,
RAPH1,Q70E73,Ras-associated and pleckstrin homology domains-containing protein 1 OS=Homo sapiens GN=RAPH1 PE=1 SV=3 - [RAPH1_HUMAN],2.64,2,2,2,5,31.55,2.64,2,2,2.02,2.64,2,3,1250,135.2,8.85,,,,,,,,
RALGAPB,Q86X10-3,Isoform 3 of Ral GTPase-activating protein subunit beta OS=Homo sapiens GN=RALGAPB - [RLGPB_HUMAN],5.17,7,3,3,5,28.17,5.17,3,3,2.03,3.29,2,2,1490,166.3,6.79,,,,,,,,
SCCPDH,Q8NBX0,Saccharopine dehydrogenase-like oxidoreductase OS=Homo sapiens GN=SCCPDH PE=1 SV=1 - [SCPDL_HUMAN],6.29,1,2,2,5,39.6,6.29,2,3,2.12,6.29,2,2,429,47.1,9.14,,,,,,,,
DDX1,Q92499,ATP-dependent RNA helicase DDX1 OS=Homo sapiens GN=DDX1 PE=1 SV=2 - [DDX1_HUMAN],7.97,1,4,4,5,48.23,2.16,1,1,3.12,7.97,4,4,740,82.4,7.23,,,,,,,,
EXOC2,Q96KP1,Exocyst complex component 2 OS=Homo sapiens GN=EXOC2 PE=1 SV=1 - [EXOC2_HUMAN],5.74,3,3,3,5,39.97,3.57,2,2,0,5.74,3,3,924,104,6.9,,,,,,,,
AKAP9,Q99996-5,Isoform 5 of A-kinase anchor protein 9 OS=Homo sapiens GN=AKAP9 - [AKAP9_HUMAN],0.57,22,2,3,5,33.81,0.57,3,4,0,0.16,1,1,3857,447.5,4.98,,,,,,,,
PLEKHA5,Q9HAU0-2,Isoform 2 of Pleckstrin homology domain-containing family A member 5 OS=Homo sapiens GN=PLEKHA5 - [PKHA5_HUMAN],2.21,11,2,2,5,42.46,2.21,2,3,0,2.21,2,2,1174,134.2,7.58,,,,,,,,
APMAP,Q9HDC9-2,Isoform 2 of Adipocyte plasma membrane-associated protein OS=Homo sapiens GN=APMAP - [APMAP_HUMAN],10.03,3,3,3,5,0,10.03,3,3,0,6.57,2,2,289,32.1,5.85,,,,,,,,
LIMCH1,Q9UPQ0-9,Isoform 9 of LIM and calponin homology domains-containing protein 1 OS=Homo sapiens GN=LIMCH1 - [LIMC1_HUMAN],3.93,18,3,3,5,78.44,2.81,2,2,5.33,3.93,3,3,890,100.7,6.29,,,,,,,,
NOP58,Q9Y2X3,Nucleolar protein 58 OS=Homo sapiens GN=NOP58 PE=1 SV=1 - [NOP58_HUMAN],4.73,2,2,2,5,44.2,2.84,1,2,4.02,4.73,2,3,529,59.5,8.92,,,,,,,,
PSMD14,O00487,26S proteasome non-ATPase regulatory subunit 14 OS=Homo sapiens GN=PSMD14 PE=1 SV=1 - [PSDE_HUMAN],4.19,1,1,1,4,56.54,4.19,1,2,6.1,4.19,1,2,310,34.6,6.52,,,,,,,,
CSNK2B,P67870,Casein kinase II subunit beta OS=Homo sapiens GN=CSNK2B PE=1 SV=1 - [CSK2B_HUMAN],5.12,3,1,1,4,75.06,5.12,1,2,4.11,5.12,1,2,215,24.9,5.55,,,,,,,,
NHP2L1,P55769,NHP2-like protein 1 OS=Homo sapiens GN=NHP2L1 PE=1 SV=3 - [NH2L1_HUMAN],9.38,2,1,1,4,28.32,9.38,1,2,0,9.38,1,2,128,14.2,8.46,,,,,,,,
ATXN10,B1AHE4,Ataxin-10 (Fragment) OS=Homo sapiens GN=ATXN10 PE=2 SV=1 - [B1AHE4_HUMAN],8.63,3,1,1,4,41.23,8.63,1,2,2.01,8.63,1,2,197,21.8,5.06,,,,,,,,
EPHB2,B1AKC9,Ephrin type-B receptor 2 OS=Homo sapiens GN=EPHB2 PE=2 SV=1 - [B1AKC9_HUMAN],2.22,16,1,2,4,35.44,2.22,2,2,0,2.22,2,2,946,105.5,5.43,,,,,,,,
AP1M1,B4DDG7,AP-1 complex subunit mu-1 OS=Homo sapiens GN=AP1M1 PE=2 SV=1 - [B4DDG7_HUMAN],15.1,5,3,3,4,45.91,15.1,3,3,1.95,3.99,1,1,351,40.2,7.2,,,,,,,,
COPB2,B4DZI8,"Coatomer protein complex, subunit beta 2 (Beta prime), isoform CRA_b OS=Homo sapiens GN=COPB2 PE=2 SV=1 - [B4DZI8_HUMAN]",4.56,2,2,2,4,48.86,4.56,2,2,3.32,4.56,2,2,877,99,5.16,,,,,,,,
TCF12,B4DZP2,Transcription factor 12 OS=Homo sapiens GN=TCF12 PE=2 SV=1 - [B4DZP2_HUMAN],2.85,26,1,1,4,38,2.85,1,2,0,2.85,1,2,316,34.7,6.77,,,,,,,,
IPO5,B4E0R6,Importin-5 OS=Homo sapiens GN=IPO5 PE=2 SV=1 - [B4E0R6_HUMAN],2.88,5,2,2,4,48.51,2.88,2,2,1.65,2.88,2,2,972,109.3,4.88,,,,,,,,
